опюия кхяр;;;;;;;;;;;
"ннн ""лнрнпкюим""";;;;;;;;;;;
12.03.15;;;;;;;;;;;
;;;;;;;;;;;
йНД;йНД 2;лНДЕКЭ;мЮХЛЕМНБЮМХЕ РНБЮПНБ;аПЩМД;яРПЮМЮ ОПНХГБНДХРЕКЭ;йНКХВЕЯРБН;лХМ. ЙНКХВЕЯРБН;аЮГНБЮЪ ЖЕМЮ ГЮ 1ЬР.;жЕМЮ ЯН ЯЙХДЙНИ -20%;"жЕМЮ ЯН
ЯЙХДЙНИ -25%";юКЭР.МНЛЕПЮ
5830328A00; ;XD;пелйнлокейр гюдмецн ясоонпрю;HYUNDAI;йнпеъ, пеяосакхйю;3;1;362,05;289,64;271,54;
9770629100; ;TUCSON 2.0 (2006-)/ELANTRA/i30/MATRIX/SPORTAGE (2007-)/CEED (2009-)/SOUL;пнкхй мюръфхрекъ опхбндмнцн пелмъ;HYUNDAI;йнпеъ, пеяосакхйю;8;1;1 330,55;1 064,44;997,91;
9770622061; ;ACCENT (-2010)/GETZ (2006-);пнкхй мюръфхрекъ пелмъ йнмдхжхнмепю;HYUNDAI;йнпеъ, пеяосакхйю;5;1;1 270,75;1 016,60;953,06;
978342D520; ;TUCSON/RIO (2005-);пнкхй мюръфхрекъ пелмъ йнмдхжхнмепю;HYUNDAI;йнпеъ, пеяосакхйю;29;1;811,85;649,48;608,89;
9783429010; ;GETZ/VRN (2006-);пнкхй мюръфхрекъ пелмъ йнмдхжхнмепю;HYUNDAI;йнпеъ, пеяосакхйю;107;1;1 228,50;982,80;921,38;
252872A010; ;i40 1.7 TCI/iX35/MATRIX/CARENS/OPTIMA/SOUL/SPORTAGE/VENGA;пнкхй опхбндмнцн пелмъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;807,95;646,36;605,96;
2528725010; ;SONATA NF/MAG (2006-)/SON YF (2010-);пнкхй опхбндмнцн пелмъ;HYUNDAI;йнпеъ, пеяосакхйю;8;1;1 063,40;850,72;797,55;
252822G000; ;iX35 2.0 i/SPG III 2.0 i/SON YF (2010-);пнкхй опхбндмнцн пелмъ;HYUNDAI;йнпеъ, пеяосакхйю;3;1;1 165,45;932,36;874,09;
2528727001; ;TUCSON/SNTF/NF/CEED/CARENS TCI;пнкхй опхбндмнцн пелмъ;HYUNDAI;йнпеъ, пеяосакхйю;19;1;830,70;664,56;623,03;
2481037120; ;MAGENTIS/SON EF 2.5/SNTF/TCSN/SPG II/SNTF NEW 2.7;пнкхй пелмъ цпл;HYUNDAI;йнпеъ, пеяосакхйю;8;1;1 199,90;959,92;899,93;
551003R000; ;SONATA YF (2010-);пшвюц гюдмхи бепумхи;HYUNDAI;йнпеъ, пеяосакхйю;3;1;1 259,05;1 007,24;944,29;
551103K000; ;SONATA NF;пшвюц гюдмхи бепумхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 036,50;3 229,20;3 027,38;
5520026550; ;SANTA FE (2002-2005);пшвюц гюдмхи бепумхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 652,30;1 321,84;1 239,23;
551203K000; ;SONATA NF;пшвюц гюдмхи бепумхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 036,50;3 229,20;3 027,38;
5520226500; ;SANTA FE;пшвюц гюдмхи мхфмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 488,50;1 190,80;1 116,38;
552102H000; ;ELANTRA (2006-);пшвюц гюдмхи мхфмхи оноепевмши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 680,90;1 344,72;1 260,68;
552102E510; ;TUCSON 4WD;пшвюц гюдмхи оноепевмши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 094,30;1 675,44;1 570,73;
552202E500; ;TUCSON 4WD;пшвюц гюдмхи оноепевмши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 444,95;1 155,96;1 083,71;
552702H000; ;ELANTRA (2006-);пшвюц гюдмхи опнднкэмши кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 870,05;1 496,04;1 402,54;
5510026600; ;SANTA FE (2002-2005);пшвюц гюдмхи опнднкэмши кебши (дхяй);HYUNDAI;йнпеъ, пеяосакхйю;1;1;9 014,85;7 211,88;6 761,14;
545002H000; ;ELANTRA (2006-)/CEED/CEED (2010-);пшвюц оепедмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;3;1;4 037,80;3 230,24;3 028,35;
545002B000; ;SANTA FE (-09.2009);пшвюц оепедмхи кебши мхфмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 956,25;3 965,00;3 717,19;
545104F000; ;PORTER;пшвюц оепедмхи кебши мхфмхи;HYUNDAI;йнпеъ, пеяосакхйю;4;1;5 036,85;4 029,48;3 777,64;
545012E001; ;TUCSON (2008-)/SPORTAGE;пшвюц оепедмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;4 040,40;3 232,32;3 030,30;
5450125000; ;VERNA;пшвюц оепедмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 644,85;2 115,88;1 983,64;
545012S000; ;iX35 (04.2010-);пшвюц оепедмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 443,10;4 354,48;4 082,33;
545012B000; ;SANTA FE (-09.2009);пшвюц оепедмхи опюбши мхфмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 114,85;4 091,88;3 836,14;
545012B500; ;SANTA FE (09.2009-);пшвюц оепедмхи опюбши мхфмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 432,70;4 346,16;4 074,53;
5522025000; ;VERNA;пшвюц оноепевмши гюдмеи ондбеяйх гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;4;1;872,95;698,36;654,71;
5520125100; ;VERNA;пшвюц оноепевмши гюдмеи ондбеяйх оепедмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;956,15;764,92;717,11;
5520225100; ;VERNA;пшвюц оноепевмши гюдмеи ондбеяйх оепедмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;953,55;762,84;715,16;
556304H000; ;STAREX/H-1 (2007-);яюикемракнй гюдмецн оноепевмнцн пшвюцю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;308,75;247,00;231,56;
551182B000; ;iX55/SANTA FE (2006-)/SORENTO (2009-);яюикемракнй гюдмецн опнднкэмнцн пшвюцю;HYUNDAI;йнпеъ, пеяосакхйю;4;1;299,65;239,72;224,74;
527733R000; ;SONATA YF (2010-)/i40/OPTIMA;яюикемракнй гюдмецн пшвюцю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;312,00;249,60;234,00;
552153R000; ;SONATA YF (2010-)/i40;яюикемракнй гюдмецн пшвюцю;HYUNDAI;йнпеъ, пеяосакхйю;4;1;442,65;354,12;331,99;
551601R000; ;SOLARIS/RIO IV;яюикемракнй гюдмеи аюкйх;HYUNDAI;йнпеъ, пеяосакхйю;6;1;670,80;536,64;503,10;
539122E200; ;iX35/SPG III/SORENTO 4WD (2012-);яюикемракнй гюдмеи аюкйх оепедмхи;HYUNDAI;йнпеъ, пеяосакхйю;3;1;325,65;260,52;244,24;
545513K000; ;SONATA NF;яюикемракнй оепедмецн пшвюцю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;428,35;342,68;321,26;
2144322000; ;VERNA/GTZ/XD/CRT 1.6/RIO (2005-);яюкэмхй йнкембюкю гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;455,65;364,52;341,74;
2144338010; ;SONATA V 2.0/SRNT 2.4;яюкэмхй йнкембюкю гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;17;1;265,85;212,68;199,39;
2144242000; ;PORTER;яюкэмхй йнкембюкю гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;54,60;43,68;40,95;
214432G000; ;SONATA NF/iX 35 2.0 i;яюкэмхй йнкембюкю гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;5;1;396,50;317,20;297,38;
214432B010; ;ELANTRA (2006-)/CRT(2008-)/SOUL/i30/CEED (2010-) 1.4-1.6/SOLARIS/RIO (2012-);яюкэмхй йнкембюкю гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;385,45;308,36;289,09;
4735139010; ;TUCSON/SNTF/iX55/SRNT/SPG II;яюкэмхй пюгдюрйх;HYUNDAI;йнпеъ, пеяосакхйю;3;1;583,05;466,44;437,29;
924053X000; ;ELANTRA (2011-);яберннрпюфюрекэ гюдмецн аюлоепю кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;311,35;249,08;233,51;
924053S000; ;SONATA YF (2010-);яберннрпюфюрекэ гюдмецн аюлоепю кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;356,20;284,96;267,15;
924063X000; ;ELANTRA (2011-);яберннрпюфюрекэ гюдмецн аюлоепю опюбши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;299,65;239,72;224,74;
1882911050; ;ELANTRA 1.6/CRT (2006-);ябевю гюфхцюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;316;4;160,55;128,44;120,41;
1884610060; ;iX35 1.6 (2010-)/i30/i40/CEED (2012-)/RIO 1.4 (2012-)/SOUL 1.6 (2011-)/SPORTAGE 1.6 (2011-);ябевю гюфхцюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;92;4;382,85;306,28;287,14;
1881411051; ;VERNA/ACT/LNT 1.5/TCSN-SPG II-CRT-2.0/SON NF/GTZ-XD 1.6/MAG 2.0 (2006-)/PCNT;ябевю гюфхцюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;25;4;175,50;140,40;131,63;
1881111061; ;SONATA/MAG 2.0 (-2006)/SRNT 2.4;ябевю гюфхцюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;240;4;156,65;125,32;117,49;
3671027010; ;SANTA FE TCI/TUCSON 2.0 TCI/TRAJET/CARENS;ябевю мюйюкхбюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;4;4;711,10;568,88;533,33;
3671042021; ;PORTER;ябевю мюйюкхбюмхъ;HYUNDAI;йнпеъ, пеяосакхйю;19;1;596,70;477,36;447,53;
361002B020; ;ELANTRA 1.6 (2006-);ярюпреп;HYUNDAI;йнпеъ, пеяосакхйю;3;1;7 280,00;5 824,00;5 460,00;
3610023061; ;TUCSON 2.0 (11.2008-)/ELANTRA;ярюпреп A/T;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 504,85;4 403,88;4 128,64;
3610022855; ;VERNA/GTZ 1.3-1.6 A/T/XD/CRT/MTRX 1.6  A/T;ярюпреп A/T;HYUNDAI;йнпеъ, пеяосакхйю;2;1;9 287,85;7 430,28;6 965,89;
3610022805; ;VERNA/ACT/LNT 1.5/GTZ-XD-CRT-MTRX 1.6;ярюпреп M/T;HYUNDAI;йнпеъ, пеяосакхйю;4;1;8 448,70;6 758,96;6 336,53;
555302B200; ;SANTA FE (2010-)/iX55 (2010-)/SORENTO (2010-)/MOHAVE;ярнийю гюдмецн ярюахкхгюрнпю;HYUNDAI;йнпеъ, пеяосакхйю;6;1;791,70;633,36;593,78;
555304H200; ;STAREX/H-1 (2007-);ярнийю гюдмецн ярюахкхгюрнпю кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;1 090,70;872,56;818,03;
555403R000; ;iX35 (2WD)/SPG III (2WD)/SON YF (2010-)/CEED (2012-)/i30 (2012-);ярнийю гюдмецн ярюахкхгюрнпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;12;1;743,60;594,88;557,70;
555404H200; ;H-1 (2010-);ярнийю гюдмецн ярюахкхгюрнпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 101,75;881,40;826,31;
548304A600; ;H-1 (2005-2007);ярнийю оепедмецн ярюахкхгюрнпю;HYUNDAI;йнпеъ, пеяосакхйю;6;1;896,35;717,08;672,26;
548302E200; ;TUCSON;ярнийю оепедмецн ярюахкхгюрнпю;HYUNDAI;йнпеъ, пеяосакхйю;10;1;750,75;600,60;563,06;
548302H200; ;ELANTRA (2010-)/i30;ярнийю оепедмецн ярюахкхгюрнпю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;688,35;550,68;516,26;
548402B200; ;SANTA FE (2006-)/SORENTO NEW;ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;8;1;970,45;776,36;727,84;
5483017020; ;VERNA/MTRX;ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;48;1;705,90;564,72;529,43;
5271017100; ;MATRIX;ярсохжю гюдмъъ (я юая);HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 540,90;3 632,72;3 405,68;
5271025101; ;ACCENT/VERNA 1.3/1.5/1.6 (12.1999-);ярсохжю гюдмъъ (я юая);HYUNDAI;йнпеъ, пеяосакхйю;38;1;4 252,95;3 402,36;3 189,71;
527102D315; ;XD DSL (-2006)/CERATO (2006-);ярсохжю гюдмъъ (я юая) дхяй;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 213,30;3 370,64;3 159,98;
517504H050; ;STAREX/H-1 (10.2007-);ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;7 042,75;5 634,20;5 282,06;
5175245202; ;HD 35/45/65/72/75/78 (2007-);ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;8 288,80;6 631,04;6 216,60;
5175147000; ;H-1/H100 (2006-);ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 666,30;2 133,04;1 999,73;
517502D003; ;XD/MTRX;ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 380,30;1 904,24;1 785,23;
517503A003; ;TUCSON/SPG II (11.2004-);ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;2 505,75;2 004,60;1 879,31;
517501J000; ;SOLARIS/RIO IV/i20;ярсохжю оепедмъъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 050,75;1 640,60;1 538,06;
581804BA20; ;PORTER;ясоонпр оепедмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 148,00;4 118,40;3 861,00;
4120024720; ;SONATA (2005-)/i30 (2007-)/TUCSON (2005-)/CEED (2009-)/OPTIMA/MAGENTIS/SPORTAGE/CARENS;яжеокемхе йнлокейр;HYUNDAI;йнпеъ, пеяосакхйю;2;1;17 985,50;14 388,40;13 489,13;
2551045501; ;HD 45/HD65/HD72/HD78 (2010-);реплнярюр;HYUNDAI;йнпеъ, пеяосакхйю;3;1;1 654,90;1 323,92;1 241,18;
599105A101; ;COUNTY (2004-);рпня псвмхйю;HYUNDAI;йнпеъ, пеяосакхйю;5;1;1 006,85;805,48;755,14;
5977025000; ;VERNA;рпня псвмхйю опюбши;HYUNDAI;йнпеъ, пеяосакхйю;16;1;636,35;509,08;477,26;
565400U500; ;SOLARIS/RIO IV (2011-);ръцю пскебюъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;1 016,60;813,28;762,45;
565402H000; ;ELANTRA (2006-)/CEED/CEED (2010-);ръцю пскебюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;767,65;614,12;575,74;
866301C000; ;GETZ;сяхкхрекэ гюдмецн аюлоепю;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 885,00;1 508,00;1 413,75;
921015H001; ;HD 45/HD65/HD72/HD78 (2002-);тюпю кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;3 835,65;3 068,52;2 876,74;
921015K000; ;HD 65/72/78 (2004-);тюпю кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;4 628,65;3 702,92;3 471,49;
921014H000; ;H-1/STAREX NEW (2007-);тюпю кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;11 390,60;9 112,48;8 542,95;
921015A100; ;COUNTY;тюпю кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;4 028,70;3 222,96;3 021,53;
921033D020; ;SONATA V;тюпю кебюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;1;1;11 107,85;8 886,28;8 330,89;
921012H020; ;ELANTRA (11.2006-);тюпю кебюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;1;1;11 943,75;9 555,00;8 957,81;
921032E020; ;TUCSON (05.2008-);тюпю кебюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;1;1;10 543,65;8 434,92;7 907,74;
9211025020; ;ACCENT рЮЦюг;тюпю кебюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;10;1;6 536,40;5 229,12;4 902,30;
921013K000; ;SONATA NF;тюпю кебюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;1;1;11 469,25;9 175,40;8 601,94;
921024B000; ;PORTER/H-100 (-2003);тюпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;2 645,50;2 116,40;1 984,13;
921025A100; ;COUNTY;тюпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 371,25;3 497,00;3 278,44;
921025H001; ;HD 45/HD65/HD72/HD78 (2004-);тюпю опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;3 792,75;3 034,20;2 844,56;
921042E020; ;TUCSON (05.2008-);тюпю опюбюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;1;1;6 163,30;4 930,64;4 622,48;
921043D020; ;SONATA V;тюпю опюбюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;2;1;8 357,05;6 685,64;6 267,79;
9212025020; ;ACCENT рЮЦюг;тюпю опюбюъ онд йнппейрнп;HYUNDAI;йнпеъ, пеяосакхйю;10;1;6 536,40;5 229,12;4 902,30;
922012B500; ;SANTA FE (2006-);тюпю опнрхбнрслюммюъ кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;1 214,20;971,36;910,65;
922014A600; ;H-1 (-2007);тюпю опнрхбнрслюммюъ кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 668,55;1 334,84;1 251,41;
922011R000; ;SOLARIS (-2011);тюпю опнрхбнрслюммюъ кебюъ;HYUNDAI;йнпеъ, пеяосакхйю;8;1;2 950,35;2 360,28;2 212,76;
922024A600; ;H-1 (-2007);тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;2 340,00;1 872,00;1 755,00;
922021R000; ;SOLARIS;тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;18;1;2 969,20;2 375,36;2 226,90;
922023J000; ;iX55 (2008-);тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;2 128,75;1 703,00;1 596,56;
922021C500; ;GETZ (05.2005-);тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 702,35;1 361,88;1 276,76;
922022E000; ;TUCSON;тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 606,15;1 284,92;1 204,61;
922022B000; ;SANTA FE (2006-);тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;1;1;1 658,80;1 327,04;1 244,10;
922025H000; ;COUNTY;тюпю опнрхбнрслюммюъ опюбюъ;HYUNDAI;йнпеъ, пеяосакхйю;4;1;1 371,50;1 097,20;1 028,63;
281133J100; ;iX55;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;605,80;484,64;454,35;
281134H000; ;STAREX/H-1 2.4/2.5 TCI (2007-);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;36;1;641,55;513,24;481,16;
281131R100; ;SOLARIS 1.4/1.6/RIO (2012-)/VELOSTER/SOUL;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;23;1;453,05;362,44;339,79;
281133S100; ;SONATA YF 2.0/2.4 (2010-)/OPTIMA (2010-)/GRANDEUR;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;48;1;550,55;440,44;412,91;
281306A501; ;AEROTOWN (2004-);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;2 015,00;1 612,00;1 511,25;
281304B000; ;H-100 (-2003)/PORTER 2.5/GALLOPER;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;7;1;598,00;478,40;448,50;
281307M000; ;HD (2010-);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;6;1;3 799,90;3 039,92;2 849,93;
281133X000; ;ELANTRA 1.4/1.6 (2011-)/CEED II (2012-)/i30 (2012-)/CERATO (2013-);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;52;1;514,15;411,32;385,61;
281305H002; ;HD 35/45/46/65/72/75/78 (2007-)/COUNTY;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;4;1;750,10;600,08;562,58;
281133K200; ;SONATA NF 3.3/GRANDEUR TG (2005-2011);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;700,70;560,56;525,53;
281132B000; ;SANTA FE I/II 2.2/2.7;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;7;1;571,35;457,08;428,51;
281132H000; ;ELANTRA (2006-)/i30/CEED/CERATO (2008-);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;48;1;497,90;398,32;373,43;
281131G000; ;ACCENT/VERNA (2006-)/RIO II 1.4/1.6 (-2011);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;22;1;341,25;273,00;255,94;
2811308000; ;TUCSON 2.0/2.0 TCI/2.7/SPORTAGE II;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;148;1;576,55;461,24;432,41;
281131C000; ;GETZ 1.1/1.3/1.4/1.6;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;136;1;399,75;319,80;299,81;
28113H1915; ;TERRACAN;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;528,45;422,76;396,34;
281304A001; ;H-1/STAREX 2.5 TCI (-2007);тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;850,20;680,16;637,65;
2811337101; ;SONATA EF/MAGENTIS 2.0/2.5 (-2005)/TRAJET/XG;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;175;1;395,20;316,16;296,40;
281132S000; ;iX35 2.0/2.4 (2011-)/SPORTAGE III;тхкэрп бнгдсьмши;HYUNDAI;йнпеъ, пеяосакхйю;35;1;557,05;445,64;417,79;
2632552003; ;HD 170/250/270/450/500 (2008-);тхкэрп люякъмши;HYUNDAI;йнпеъ, пеяосакхйю;4;1;625,30;500,24;468,98;
2630035503; ;ALL KIA & HYUNDAI;тхкэрп люякъмши;HYUNDAI;йнпеъ, пеяосакхйю;333;1;214,50;171,60;160,88;
2631145010; ;COUNTY/HD;тхкэрп люякъмши;HYUNDAI;йнпеъ, пеяосакхйю;50;1;878,15;702,52;658,61;
2630035530; ;iX35 2.0/i40/iX20/CEED/CEED SW (2012-)/SORENTO (2012-)/RIO (2011-)/SPORTAGE (2010-)/VELOSTER;тхкэрп люякъмши;HYUNDAI;йнпеъ, пеяосакхйю;31;1;552,50;442,00;414,38;
0K87A14317; ;HD (2004-)/AEROTOWN;тхкэрп люякъмши - йюпрпхдф;HYUNDAI;йнпеъ, пеяосакхйю;27;1;1 777,10;1 421,68;1 332,83;
2631027002; ;SANTA FE/ELANTRA/CRNS/CRT TCI (-2006);тхкэрп люякъмши дхгекэ;HYUNDAI;йнпеъ, пеяосакхйю;5;1;4 471,35;3 577,08;3 353,51;
2631027200; ;SANTA FE/TCSN/SPG II/CEED TCI (2006-);тхкэрп люякъмши дхгекэ;HYUNDAI;йнпеъ, пеяосакхйю;3;1;650,00;520,00;487,50;
971333SAA0; ;SONATA (2010-)/OPTIMA (2011-);тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;764,40;611,52;573,30;
971332G000; ;SONATA NF (2008-)/MAGENTIS/SANTA FE (2006-)/GRANDEUR TG;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;100;1;1 053,65;842,92;790,24;
971332E910; ;TUCSON (07.2006-03.2010)/SPORTAGE (09.2006-)/SORENTO (08.2006-);тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;18;1;528,45;422,76;396,34;
971332E210; ;TUCSON (07.2006-)/iX35/SPORTAGE (09.2006-)/CERATO (10.2008-)/RIO (12.2008-)/i40/VELOSTER/CARENS/GEN;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;20;1;858,00;686,40;643,50;
971332H001; ;ELANTRA (2006-)/CEED (2012-)/i30 (2012-)/VERNA;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;82;1;946,40;757,12;709,80;
971332B005; ;iX55;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;50;1;1 069,25;855,40;801,94;
976174H000; ;STAREX/H-1 (10.2007-);тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;878,80;703,04;659,10;
974064A900; ;H-1 (-2006);тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;25;1;1 191,45;953,16;893,59;
971333J100; ;iX55;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;10;1;907,40;725,92;680,55;
971332D205; ;XD/MTRX;тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;339,30;271,44;254,48;
971332E260; ;TUCSON (10.2006-03.2010);тхкэрп яюкнммши;HYUNDAI;йнпеъ, пеяосакхйю;15;1;868,40;694,72;651,30;
3109017000; ;GETZ;тхкэрп рнокхбмнцн мюяняю;HYUNDAI;йнпеъ, пеяосакхйю;4;1;306,15;244,92;229,61;
3194545700; ;COUNTY (-2007)/HD78 (-2008);тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;3;1;830,70;664,56;623,03;
3191125000; ;ACCENT/VERNA 1.5/1.6/COUPE 1.6/2.0;тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;12;1;471,25;377,00;353,44;
319102H000; ;ELANTRA (2006-)/CEED/CEED (2010-)/CRT(2008-)/i30;тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;54;1;1 625,00;1 300,00;1 218,75;
3111217000; ;MATRIX;тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;10;1;1 049,75;839,80;787,31;
3111226000; ;SANTA FE (-2006);тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;3;1;1 024,40;819,52;768,30;
3192226910; ;H-1/SANTA FE 2.2 TCI/MATRIX/CARENS;тхкэрп рнокхбмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;1 212,90;970,32;909,68;
319458Y000; ;HD 120 (2004-);тхкэрп рнокхбмши - йюрпхдф;HYUNDAI;йнпеъ, пеяосакхйю;70;1;623,35;498,68;467,51;
319703J001; ;iX55 (2008-);тхкэрп рнокхбмши б яанпе;HYUNDAI;йнпеъ, пеяосакхйю;3;1;928,85;743,08;696,64;
