16164;PLCAR01-330              ;4860455AA;01-07;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йюонр;2595;+;;;;;;;;;;3
18941;PLCAR01-390              ;4860439AC;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} аюкйю ясоонпрю пюдхюр бепум;1749;+;;;;;;;;;;3
20752;PLCAR01-410              ;4860436AD;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} аюкйю ясоонпрю пюдхюр мхфм;2211;+;;;;;;;;;;3
18997;PLCAR01-700              ;5113012AB;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} сяхкхрекэ аюлоепю гюдм лерюкк;2541;+;;;;;;;;;;3
17983;PLCAR01-740-L            ;4857601AB/C/F/48579555A;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тнмюпэ гюдм бмеьм кеб;1074;+;;;;334-1902L-US;;;;;;3
17984;PLCAR01-740-R            ;4857600AB/C/F/4857954AA;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тнмюпэ гюдм бмеьм опюб;1019;;14 яЕМ;;;334-1902R-US;;;;;;3
29158;PLCAR01-741-L            ;4857601AB/C/F/48579555A;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тнмюпэ гюдм бмеьм кеб EAGLE EYES;0;;;;;;;;;;;3
29159;PLCAR01-741-R            ;4857600AB/C/F/4857954AA;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тнмюпэ гюдм бмеьм опюб EAGLE EYES;0;;;;;;;;;;;3
24665;PLCAR01-810-L            ;4766623AA;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пшвюц оепедм ондбеяйх кеб мхфм;1584;;;;;;;;;;;3
24664;PLCAR01-810-R            ;4766622AA;01-04;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пшвюц оепедм ондбеяйх опюб мхфм;1584;;;;;;;;;;;3
18617;PLCAR01-910              ;4809168AD;01-03;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пюдхюрнп нукюфдем AT MT 3.3 3.8;6140;;;;;;;;;;61005T;3
18996;PLCAR01-911A             ;4809238AD/я;01-03;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пюдхюрнп нукюфдем MT AT 2.4 юкчлхм;6876;;;;;;;;;;;3
23341;PLCAR01-912              ;4809168AC/4809168AD;01-03;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пюдхюрнп нукюфдем AT MT 3.3 3.8;3137;;;;;;;;;;61005K;3
23554;PLCAR01-930              ;4809227/4809227AD/4809267AC/4880228AB;01-03;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йнмдемяюрнп йнмдхж;3331;;;;;;;;;;94557K;3
25664;PLCAR01-931              ;5072262AA;01-;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йнмдемяюрнп йнмдхж;2789;;;;;;;;;;94716K;3
;;;;;;;;;;;;;;;;4
;PLYMOUTH VOYAGER/DODGE CARAVAN - GRAND CARAVAN / CHRYSLER TOWN&COUNTRY(05-);;;;;;;;;;;;;;;2
23585;CRCAR05-000-L            ;04857831AB/04857831AC;05-;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тюпю кеб я пец.лнрнп ебпною;5303;;;;;433-1105L-LD-EM;;;;;;3
23586;CRCAR05-000-R            ;04857830AB/04857830AC;05-;CARAVAN {+ VOYAGER / TOWN&COUNTRY} тюпю опюб я пец.лнрнп ебпною;5303;;;;;433-1105R-LD-EM;;;;;;3
25006;CRPCF04-071-Z            ;4805857AA/4805857AB;04-;PACIFICA {VOYAGER&CARAVAN 05-/CALIBER 07-/COMPASS 07-/NITRO 07-} тюпю опнрхбнрсл к=о (DEPO);2274;+;;;;333-2026N-AQ;;;;;;3
16162;PLCAR01-270-L            ;5018443AA;01-07;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йпшкн оепедм кеб;913;+;;;;;;;;;;3
16163;PLCAR01-270-R            ;5018442AA;01-07;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йпшкн оепедм опюб;999;;17 яЕМ;;;;;;;;;3
16164;PLCAR01-330              ;4860455AA;01-07;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йюонр;2595;+;;;;;;;;;;3
27218;CRCAR05-910              ;4809225AE;05-;CARAVAN {+ VOYAGER / TOWN&COUNTRY} пюдхюрнп нукюфдем AT;3110;;;;;;;;;;;3
23547;CRCAR05-930              ;4677509AA;05-;CARAVAN {+ VOYAGER / TOWN&COUNTRY} йнмдемяюрнп йнмдхж;4986;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;PLYMOUTH VOYAGER/DODGE CARAVAN (91-95);;;;;;;;;;;;;;;2
14237;PLCAR91-000-L            ;;91-95;CARAVAN {VOYAGER} тюпю кеб;665;+;;;;333-1103L-S;;;;;;3
14238;PLCAR91-000-R            ;;91-95;CARAVAN {VOYAGER} тюпю опюб;665;+;;;;333-1103R-S;;;;;;3
11544;PLCAR91-100H             ;4676010(4576765);91-95;CARAVAN пеьерйю пюдхюрнпю упнл;708;;;;;;;;;;;3
5265;PLCAR91-270-L            ;4761223;91-95;CARAVAN {VOYAGER} йпшкн оепедм кеб;1291;;;;;;;;;;;3
5266;PLCAR91-270-R            ;4761222;91-95;CARAVAN {VOYAGER} йпшкн оепедм опюб;1375;;;;;;;;;;;3
12173;PLCAR91-331              ;4674376;91-92;CARAVAN {VOYAGER} йюонр аег нрб о/щлакелс;2325;;;;;;;;;;;3
14406;PLCAR93-910              ;4644266;93-95;CARAVAN {VOYAGER} пюдхюрнп нукюфдем AT 3 (2 ПЪД) цнпкнбхм якебю;4364;;;;;;;;;;;3
17520;PLCAR93-930              ;4644365/6;93-95;CARAVAN {VOYAGER} йнмдемяюрнп йнмдхж;4888;;;;;;;;;;94265K;3
;;;;;;;;;;;;;;;;4
;PLYMOUTH VOYAGER/DODGE CARAVAN (96-00);;;;;;;;;;;;;;;2
11759;PLCAR96-000-L            ;4857041;96-00;CARAVAN {VOYAGER} тюпю кеб;1469;+;;;;333-1110L-HS;;;;;;3
11760;PLCAR96-000-R            ;4576238;96-00;CARAVAN {VOYAGER} тюпю опюб;1469;+;;;;333-1110R-HS;;;;;;3
18959;PLCAR96-001W-N           ;рчмхмц;96-00;CARAVAN {VOYAGER} тюпю к+о (йнлокейр) рчмхмц опнгпюв упсярюк бмсрпх упнл сй.онбнп аек;4252;;;;;333-1110P-U;;;;;;3
29150;PLCAR96-001-L            ;4857041AB;96-00;CARAVAN {VOYAGER} тюпю кеб EAGLE EYES;0;;;;;;;;;;;3
29151;PLCAR96-001-R            ;4857040AB;96-00;CARAVAN {VOYAGER} тюпю опюб EAGLE EYES;0;;;;;;;;;;;3
25786;PLCAR96-002B-N           ;SK3300-CRAN96-YJM;96-00;CARAVAN {VOYAGER} тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я 2 яберъы нандй (SONAR) бмсрпх вепм;8553;;;+;7 ДМ;;;;;;;3
11545;CRCAR96-100B             ;4576955;96-00;CARAVAN пеьерйю пюдхюрнпю вепм;349;+;;;;;;;;;;3
10890;PLCAR96-160G             ;;96-98;CARAVAN аюлоеп оепедм аег нрб о/опнрхбнрсл мхг яеп;1320;+;24 яЕМ;;;;;;;;;3
11383;PLCAR96-161X             ;4883845юю;96-98;CARAVAN аюлоеп оепедм аег нрб о/опнрхбнрсл цпсмр;1290;+;17 яЕМ;;;;;;;;;3
18775;PLCAR96-240              ;5011110AA;96-00;CARAVAN {VOYAGER} сяхкхрекэ аюлоепю оепедм ЙПНЛЕ (sport);1103;;;;;;;;;;;3
5268;PLCAR96-270-L            ;4797809;96-00;CARAVAN {VOYAGER} йпшкн оепедм кеб;1221;+;17 яЕМ;;;;;;;;;3
5269;PLCAR96-270-R            ;4797808;96-00;CARAVAN {VOYAGER} йпшкн оепедм опюб;1419;+;17 яЕМ;;;;;;;;;3
16510;PLCAR96-300-L            ;4860309;96-00;CARAVAN {VOYAGER} ондйпшкнй оепедм йпшкю кеб;396;+;;;;;;;;;;3
16511;PLCAR96-300-R            ;4860308;96-00;CARAVAN {VOYAGER} ондйпшкнй оепедм йпшкю опюб;397;+;;;;;;;;;;3
5270;PLCAR96-330              ;4674627;96-00;CARAVAN {VOYAGER} йюонр;3036;+;;;;;;;;;;3
18874;PLCAR96-450-L            ;4675571AB/4675571;96-00;CARAVAN {VOYAGER} гепйюкн кеб щкейрп я онднцпеб (convex);1508;;;;;;;;;;;3
18875;PLCAR96-450-R            ;4675570AB/4675570;96-00;CARAVAN {VOYAGER} гепйюкн опюб щкейрп я онднцпеб (convex);1508;;;;;;;;;;;3
21014;PLCAR96-640X             ;4797589;96-00;CARAVAN аюлоеп гюдм цпсмр;2940;;;;;;;;;;;3
10891;PLCAR96-640TG            ;GK04SS5;96-00;CARAVAN аюлоеп гюдм релмн-яеп;2657;;;;;;;;;;;3
14258;PLCAR96-740-L            ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм кеб;705;+;;;;333-1915L-US;;;;;;3
14259;PLCAR96-740-R            ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм опюб;705;+;;;;333-1915R-US;;;;;;3
19254;PLCAR96-741H-N           ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц (LEXUS рхо) бмсрпх упнл;2152;;;;;333-1934PCASVC;;;;;;3
20597;PLCAR96-742B-N           ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц (LEXUS рхо) бмсрпх вепм;2060;;;;;333-1934PCAS2C;;;;;;3
22894;PLCAR96-810-L            ;4694761AC;96-00;CARAVAN пшвюц оепедм ондбеяйх кеб мхфм;1608;;;;;;;;;;;3
22893;PLCAR96-810-R            ;4694760AC;96-00;CARAVAN пшвюц оепедм ондбеяйх опюб мхфм;1608;;;;;;;;;;;3
11626;PLCAR96-910              ;4682976;96-00;CARAVAN {VOYAGER} пюдхюрнп нукюфдем AT 2.4 3 3.3 3.8 (2 ПЪД) мхфм бшунд яопюбю;4678;;;;;;;;;;;3
20115;PLCAR96-911              ;4682976/4682785;96-00;CARAVAN {VOYAGER} пюдхюрнп нукюфдем AT 2.4 3 3.3 3.8 (2 ПЪД) мхфм бшунд яопюбю;3587;;;;;;;;;;60984K;3
16343;PLCAR96-920              ;4682624;96-00;CARAVAN {VOYAGER} лнрнп+бемрхкърнп  пюдхюр нукюфдем дбсубемрхкър я йнпося;4048;;;;;;;;;;;3
17521;PLCAR96-930              ;4682591;96-98;CARAVAN {VOYAGER} йнмдемяюрнп йнмдхж;2838;1;;;;;;;;;;3
23940;PLCAR96-931              ;4682590;96-00;CARAVAN {VOYAGER} йнмдемяюрнп йнмдхж;2965;;;;;;;;;;;3
23941;PLCAR96-932              ;4682589/4809129AB/4809129AA/5016793AA;96-00;CARAVAN {VOYAGER} йнмдемяюрнп йнмдхж;3105;;;;;;;;;;;3
28341;PLCAR96-970              ;4677143P;96-00;CARAVAN {VOYAGER} йнлопеяянп йнмдхж (AVA) (ЯЛ.ЙЮРЮКНЦ);13449;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;EAGLE;;;;;;;;;;;;;;;1
;EAGLE TALON / MITSUBISHI ECLIPSE (01/00-);;;;;;;;;;;;;;;2
15256;MBECL00-160X             ;MR790852;00-;ECLIPSE {TALON} аюлоеп оепедм цпсмр;1518;;17 яЕМ;;;;;;;;;3
15283;MBECL00-330              ;MR292627;00-;ECLIPSE {TALON} йюонр;5610;+;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;EAGLE TALON / MITSUBISHI ECLIPSE (6/95-12/99);;;;;;;;;;;;;;;2
11570;MBECL95-000-L            ;MR162465;95-96;ECLIPSE {TALON 95-99} тюпю кеб;2222;;;;;314-1102L-HS;;;;;;3
11571;MBECL95-000-R            ;MR162466;95-96;ECLIPSE {TALON 95-99} тюпю опюб;2259;;;;;314-1102R-HS;;;;;;3
11730;MBECL95-160X             ;MR178172;95-96;ECLIPSE {TALON} аюлоеп оепедм цпсмр;1584;;;;;;;;;;;3
3198;MBECL95-270-L            ;MB959375;95-99;ECLIPSE {TALON} йпшкн оепедм кеб аег нрб о/онбрнпхрекэ;3635;+;;;;;;;;;;3
3199;MBECL95-270-R            ;MB959376;95-99;ECLIPSE {TALON} йпшкн оепедм опюб аег нрб о/онбрнпхрекэ;3635;+;;;;;;;;;;3
3200;MBECL95-330              ;MB959360;95-99;ECLIPSE {TALON} йюонр;5948;1;;;;;;;;;;3
14007;MBECL95-910              ;MR127911;95-99;ECLIPSE {TALON} пюдхюрнп нукюфдем AT 2 ЙПНЛЕ (turbo) (KOYO);4124;;;;;;PL030669;;;;;3
;;;;;;;;;;;;;;;;4
;EAGLE TALON / MITSUBISHI ECLIPSE (8/90-91);;;;;;;;;;;;;;;2
14961;MBECL90-030WY-L          ;MB597765;90-91;ECLIPSE {TALON} сйюг.онбнпнрю сцкнбни кеб аек-фекр;612;;;;;314-1502L-AS;;;;;;3
14962;MBECL90-030WY-R          ;;90-91;ECLIPSE {TALON} сйюг.онбнпнрю сцкнбни опюб аек-фекр;612;;;;;314-1502R-AS;;;;;;3
15737;MBECL90-050W-L           ;MB597765;90-91;ECLIPSE {TALON} тнмюпэ-йюрютнр кеб аек;647;;;;;314-1606L-AS;;;;;;3
15738;MBECL90-050W-R           ;MB597764;90-91;ECLIPSE {TALON} тнмюпэ-йюрютнр опюб аек;644;;;;;314-1606R-AS;;;;;;3
;;;;;;;;;;;;;;;;4
;EAGLE TALON / MITSUBISHI ECLIPSE (92-5/95);;;;;;;;;;;;;;;2
13413;MBECL92-000-L            ;;92-94;ECLIPSE {TALON} тюпю кеб;2093;;;;;314-1122L-HS;;;;;;3
13414;MBECL92-000-R            ;;92-94;ECLIPSE {TALON} тюпю опюб;1964;;;;;314-1122R-HS;;;;;;3
15713;MBECL92-030WY-L          ;MB861295;92-94;ECLIPSE {TALON} сйюг.онбнпнрю сцкнбни кеб аек-фекр;485;;;;;314-1503L-AS;;;;;;3
15714;MBECL92-030WY-R          ;MB861296;92-94;ECLIPSE {TALON} сйюг.онбнпнрю сцкнбни опюб аек-фекр;485;;;;;314-1503R-AS;;;;;;3
3196;MBECL92-160B             ;MB861910;92-94;ECLIPSE {TALON} аюлоеп оепедм вепм;4317;;;;;;;;;;;3
3197;MBECL92-240              ;MB631286;92-94;ECLIPSE {TALON} сяхкхрекэ аюлоепю оепедм;1822;;;;;;;;;;;3
17084;MBECL92-760H-N           ;;92-94;ECLIPSE {TALON} тнмюпэ гюдм бмеьм+бмсрп к+о (йнлокейр) рчмхмц (LEXUS рхо) опнгпюв бмсрпх упнл;3710;;;;;314-2905PXUS;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD/MERCURY/LINCOLN;;;;;;;;;;;;;;;1
;FORD AEROSTAR (86-96);;;;;;;;;;;;;;;2
5136;FDAER86-330              ;E69Z16612A;86-96;AEROSTAR йюонр;4158;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD BRONCO (87-91)/(RANGER 89-92)/BRONCO II (89-90);;;;;;;;;;;;;;;2
5155;FDRGR89-160H             ;E9TZ17757A;89-92;RANGER {BRONCO II} аюлоеп оепедм аег нрб о/лнкдхмц упнл;2325;;;;;;;;;;;3
5157;FDRGR89-270-L            ;F3TZ16006A;89-92;RANGER {BRONCO II 89-90} йпшкн оепедм кеб;923;;;;;;;;;;;3
5156;FDRGR89-270-R            ;F1TZ16005A;89-92;RANGER {BRONCO II 89-90} йпшкн оепедм опюб;935;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD CONTOUR (95-97);;;;;;;;;;;;;;;2
5137;FDCNT95-000-L            ;F5RZ13007B;95-97;CONTOUR тюпю кеб б яанпе я йпеокем;1159;;;;;331-1143L-S;;;;;;3
5138;FDCNT95-000-R            ;F5RZ13007A;95-97;CONTOUR тюпю опюб б яанпе я йпеокем;1159;;;;;331-1143R-S;;;;;;3
5139;FDCNT95-030-L            ;F5RZ13201A;95-97;CONTOUR сйюг.онбнпнрю сцкнбни кеб;491;;;;;331-1541L-US;;;;;;3
5140;FDCNT95-030-R            ;F5RZ13200A;95-97;CONTOUR сйюг.онбнпнрю сцкнбни опюб;491;;;;;331-1541R-US;;;;;;3
10131;FDCNT96-160X             ;F5RZ17757A;96-97;CONTOUR аюлоеп оепедм цпсмр;2842;;;;;;;;;;;3
12424;FDCNT95-270-L            ;F5RZ16006A;95-97;CONTOUR йпшкн оепедм кеб;2334;;;;;;;;;;;3
12425;FDCNT95-270-R            ;F5RZ16005A;95-97;CONTOUR йпшкн оепедм опюб;2334;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD CROWN VICTORIA (92-97);;;;;;;;;;;;;;;2
5232;FDCRW92-000-L            ;F2AZ13201A;92-97;CR VICTOR тюпю кеб;855;;;;;331-1117L-S;;;;;;3
5233;FDCRW92-000-R            ;F2AZ13201A;92-97;CR VICTOR тюпю опюб;855;;;;;331-1117R-S;;;;;;3
5234;FDCRW92-030-L            ;F2AZ13201B;92-97;CR VICTOR {LX} сйюг.онбнпнрю сцкнбни кеб дбсукюло;893;;;;;331-1521L-US;;;;;;3
5235;FDCRW92-030-R            ;F2AZ13200B;92-97;CR VICTOR {LX} сйюг.онбнпнрю сцкнбни опюб дбсукюло;893;;;;;331-1521R-US;;;;;;3
11416;FDCRW92-031-L            ;F2AZ13201B;92-97;CR VICTOR {BASE} сйюг.онбнпнрю сцкнбни кеб ндмнкюло;542;;;;;331-1526L-US;;;;;;3
11417;FDCRW92-031-R            ;F2AZ13200B;92-97;CR VICTOR {BASE} сйюг.онбнпнрю сцкнбни опюб ндмнкюло;568;;;;;331-1526R-US;;;;;;3
5239;FDCRW93-100H             ;F3AZ8200A;93-94;CR VICTOR пеьерйю пюдхюрнпю упнл;1976;;;;;;;;;;;3
11090;FDCRW95-100H             ;F5AZ8200A;95-97;CR VICTOR пеьерйю пюдхюрнпю упнл;1727;;;;;;;;;;;3
5241;FDCRW92-160X             ;F2AZ17D57A;92-94;CR VICTOR аюлоеп оепедм цпсмр;2325;;;;;;;;;;;3
5242;FDCRW95-160X             ;F5AZ17D57A;95-97;CR VICTOR аюлоеп оепедм цпсмр;3321;;;;;;;;;;;3
5238;FDCRW92-270-L            ;F2AZ16006A;92-94;CR VICTOR йпшкн оепедм кеб;3985;;;;;;;;;;;3
5237;FDCRW92-270-R            ;F2AZ16005A;92-94;CR VICTOR йпшкн оепедм опюб;3693;;;;;;;;;;;3
5240;FDCRW92-330              ;F7AZ16612BB;92-97;CR VICTOR йюонр;3985;;;;;;;;;;;3
5236;FDCRW93-360              ;F3AZ8190A;93-94;CR VICTOR оюмекэ оепедм окюярхй;2325;;;;;;;;;;;3
11089;FDCRW95-360              ;F5AZ8190A;95-97;CR VICTOR оюмекэ оепедм окюярхй;2485;;;;;;;;;;;3
12002;FDCRW92-910              ;F1VY8005C;92-94;CR VICTOR {+LN TOWN CAR 92-94 / MC GRAND MARQUIS 92-94} пюдхюрнп нукюфдем AT 4.6;4532;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD ECONOLINE (92-96);;;;;;;;;;;;;;;2
11715;FDCON92-100S             ;;92-96;ECONOLINE пеьерйю пюдхюрнпю яепеапхяр;664;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD ESCAPE USA (01-);;;;;;;;;;;;;;;2
16808;FDCAP00-000-L            ;YL8Z13008FB;00-04;ESCAPE тюпю кеб (USA);1599;;14 яЕМ;;;330-1111L-US;;;;;;3
20251;FDCAP05-000-L            ;5L8L13008D/FB;05-;ESCAPE тюпю кеб (USA);2188;+;;;;330-1125L-US;;;;;;3
16809;FDCAP00-000-R            ;YL8Z13008FA;00-04;ESCAPE тюпю опюб (USA);1407;+;;;;330-1111R-US;;;;;;3
20252;FDCAP05-000-R            ;5L8Z13008C/FA;05-;ESCAPE тюпю опюб (USA);2188;+;;;;330-1125R-US;;;;;;3
20204;FDCAP05-070-Z            ;2M5Z15200AA;05-06;ESCAPE {+ MAVERICK 05-06 / FORD MUSTANG 94-04/ FOCUS USA SVT 00-05} тюпю опнрхбнрсл к=о;920;+;;;;330-2014N-AS;;;;;;3
20642;FDMAV05-100B             ;5L8Z8200AAB;05-;MAVERICK {ESCAPE USA 05-} пеьерйю пюдхюрнпю вепм;1056;+;;;;;;;;;;3
20267;FDCAP05-160G             ;5L8Z17D957BAA;05-;ESCAPE {+MAVERIC} аюлоеп оепедм я нрб о/опнрхбнрсл аег нрб о/пюяьхпхр яеп;2442;+;;;;;;;;;;3
15498;FDMAV00-160G             ;YL8Z17757CAA;00-02;MAVERICK {ESCAPE USA 01-04} аюлоеп оепедм аег нрб о/опнрхбнрсл о/пюяьхпхр яеп;1982;+;;;;;;;;;;3
14253;FDMAV00-330              ;5L8Z16612AA/YL8Z16612AA;00-02;MAVERICK {ESCAPE USA 01-04} йюонр;3564;+;17 яЕМ;;;;;;;;;3
19896;FDMAV00-450-L            ;3L8Z17683VAA;00-;MAVERICK {+ ESCAPE USA 01-06} гепйюкн кеб щкейрп я онднцпеб (convex);2106;;;+;7 ДМ;;;;;;;3
19897;FDMAV00-450-R            ;3L8Z17682VAA;00-;MAVERICK {+ ESCAPE USA 01-06} гепйюкн опюб щкейрп я онднцпеб (convex);2106;;;+;7 ДМ;;;;;;;3
15497;FDMAV00-640G             ;YL8Z17B807EAA;00-02;MAVERICK {ESCAPE USA 01-04} аюлоеп гюдм аег нрб о/пюяьхпхр яеп;5511;+;;;;;;;;;;3
20246;FDCAP00-740-L            ;YL8Z13405DA;00-06;ESCAPE тнмюпэ гюдм бмеьм кеб;1404;+;;;;330-1907L-US;;;;;;3
20248;FDCAP00-740-R            ;YL8Z13404DA;00-06;ESCAPE тнмюпэ гюдм бмеьм опюб;1312;+;;;;330-1907R-US;;;;;;3
29195;FDCAP00-741H-N           ;FR336-UURS2;00-06;ESCAPE тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц опнгпюв рнмхп бмсрпх упнл;0;;;;;;;;;;;3
19777;FDMAV00-810-L            ;4L8Z3079L/EC0134350J;00-02;MAVERICK {ESCAPE USA 01-04/TRIBUTE 01-} пшвюц оепедм ондбеяйх кеб мхфм б яанпе;1557;;;;;;;;;;;3
19776;FDMAV00-810-R            ;4L8Z3078R/EC0134300J;00-02;MAVERICK {ESCAPE USA 01-04/TRIBUTE 01-} пшвюц оепедм ондбеяйх опюб мхфм б яанпе;1557;;;;;;;;;;;3
25411;FDCAP00-930              ;YL8Z19712AA/4748900/EC0261480B;00-04;ESCAPE {MAVERIC 00-/TRIBUTE 00-} йнмдемяюрнп йнмдхж;2970;+;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD ESCORT (91-96);;;;;;;;;;;;;;;2
11966;FDESU91-000-L            ;;91-96;ESCORT USA тюпю кеб;1073;;;;;331-1125L-HS;;;;;;3
11967;FDESU91-000-R            ;;91-96;ESCORT USA тюпю опюб;1073;;;;;331-1125R-HS;;;;;;3
12341;FDESU93-030-L            ;;93-96;ESCORT USA сйюг.онбнпнрю сцкнбни кеб;501;;;;;331-1530L-AS;;;;;;3
12342;FDESU93-030-R            ;;93-96;ESCORT USA сйюг.онбнпнрю сцкнбни опюб;501;;;;;331-1530R-AS;;;;;;3
14393;FDESU91-100B             ;F1CZ8200B;91-92;ESCORT USA пеьерйю пюдхюрнпю вепм;468;;;;;;;;;;;3
14394;FDESU93-100B             ;F3CZ8200A;93-96;ESCORT USA пеьерйю пюдхюрнпю вепм;312;;;;;;;;;;;3
11007;FDESU91-101G             ;;91-96;ESCORT USA {GT} пеьерйю пюдхюрнпю яеп;468;;;;;;;;;;;3
11006;FDESU92-160X             ;F2CZ17757A;92-96;ESCORT USA аюлоеп оепедм (ущрващй) (смхбепяюк) цпсмр;3117;;;;;;;;;;;3
10020;FDESU91-160X             ;F1CZ17757A;91-96;ESCORT USA аюлоеп оепедм я лнкдхмц (яедюм) цпсмр;2805;;;;;;;;;;;3
5141;FDESU91-270-L            ;F3CZ16006A;91-96;ESCORT USA йпшкн оепедм кеб;888;;;;;;;;;;;3
5142;FDESU91-270-R            ;F3CZ16005A;91-96;ESCORT USA йпшкн оепедм опюб;888;;;;;;;;;;;3
5143;FDESU91-330              ;B49952310C;91-96;ESCORT USA йюонр;2462;;;;;;;;;;;3
12562;FDESU91-910              ;F5CZ8005A;91-98;ESCORT USA пюдхюрнп нукюфдем AT MT 1.8 1.9 (2 ПЪД);4239;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD ESCORT (97-01);;;;;;;;;;;;;;;2
10032;FDESU97-160X             ;F7CZ17757AA/XS4Z17757AA;97-01;ESCORT USA аюлоеп оепедм цпсмр;1194;;;;;;;;;;;3
5144;FDESU97-270-L            ;F8CZ16006BA;97-01;ESCORT USA йпшкн оепедм кеб;902;;;;;;;;;;;3
5145;FDESU97-270-R            ;F8CZ16005BA;97-01;ESCORT USA йпшкн оепедм опюб;917;;;;;;;;;;;3
5146;FDESU97-330              ;F7CZ16612AA;97-01;ESCORT USA йюонр;2713;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD EXPEDITION (97-03);;;;;;;;;;;;;;;2
28670;FDEXD07-000B-N           ;FR494-B1WCA;07-09;EXPEDITION тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я яберъы нандй дхнд EAGLE EYES бмсрпх вепм;9497;;;;;;;;;;;3
15620;FDEXD97-000-L            ;3L3Z13008DA;97-02;EXPEDITION тюпю кеб;787;;;;;331-1129L-SN;;;;;;3
15621;FDEXD97-000-R            ;3L3Z13008CA;97-02;EXPEDITION тюпю опюб;787;;;;;331-1129R-SN;;;;;;3
5248;FDEXD97-270-L            ;F65Z16006BV;97-01;EXPEDITION йпшкн оепедм кеб я нрб о/онбрнпхрекэ , о/пюяьхпхр;1661;;;;;;;;;;;3
11538;FDEXD97-270-R            ;F65Z16005BV;97-01;EXPEDITION йпшкн оепедм опюб я нрб о/онбрнпхрекэ , о/пюяьхпхр;1661;;;;;;;;;;;3
11539;FDEXD97-330              ;F65Z16612AL;97-03;EXPEDITION йюонр;4211;;;;;;;;;;;3
14645;FDEXD98-360              ;;98-03;EXPEDITION оюмекэ оепедм окюярхй;917;;;;;;;;;;;3
28667;FDEXD03-740H-N           ;FR439-BUSE2;03-06;EXPEDITION тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц я дхнд рнмхп EAGLE EYES бмсрпх упнл;5678;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;FORD EXPLORER (02-03);;;;;;;;;;;;;;;2
21103;FDEXP02-000-L            ;1L2Z13008AB;02-03;EXPLORER тюпю кеб (USA);1329;;;;;330-1113L-US;;;;;;3
21104;FDEXP02-000-R            ;1L2Z13008AA;02-03;EXPLORER тюпю опюб (USA);1329;;;;;330-1113R-US;;;;;;3
16579;FDEXP02-100H             ;1L2Z8200AAB;02-03;EXPLORER пеьерйю пюдхюрнпю упнл;1993;;;;;;;;;;;3
16578;FDEXP02-160X             ;1L2Z17D957SA;02-03;EXPLORER {EB/LIMITED} аюлоеп оепедм аег нрб о/опнрхбнрсл цпсмр;3985;;;;;;;;;;;3
22189;FDEXP02-190-C            ;1L2Z-17K945BAA;02-03;EXPLORER пеьерйю аюлоепю оепедм жемрпюк;582;;;;;;;;;;;3
29196;FDEXP02-740BH-N          ;FR438-BUWE2-BH;02-05;EXPLORER тнмюпэ гюдм бмеьм к+о (йнлокейр) (USA) рчмхмц дхнд опнгпюв бмсрпх вепм-упнл;0;;;;;;;;;;;3
