Alfa-Romeo;;;;;;;;;;
47415;крыло переднее левое;164;87>;Тайвань;;16134540599000  60567445;6655 -;4920,00;;Фото
49345;порог левый;Astra F;91-97;Тайвань;;-;Порог 200-5050011 4Д OPEL ASTRA (91-95);930,00;;Фото
49547;порог левый;Astra F;91-97;Тайвань;;-;8999  2/3дв.;1090,00;+;Фото
49548;порог правый;Astra F;91-97;Тайвань;;-;9000  2/3дв.;1090,00;+;Фото
49346;порог правый;Astra F;91-97;Тайвань;;-;4/5 дв.;1060,00;;Фото
56016;радиатор охлаждения;Astra F;91>;Китай;;1300112  90412252;Opel Astra 91> 1.4,1.6 M/T -AC 525x328x22;1520,00;;Фото
56092;радиатор охлаждения;Astra F;91>;Тайвань;;13 00 115;РАДИАТОР 538x371 1,4\1,6   A - C  OPEL ASTRA 91-/95-;2410,00;;Фото
55834;радиатор охлаждения;Astra F;91>;Тайвань;;13 00 154;РАДИАТОР 525x322 1.4/ 1.4i/ 1.6/ 1.6i/ 16V OPEL ASTRA 91-/95-;1460,00;;Фото
47653;решетка передняя;Astra F;92-94;Тайвань;;1320050;ASTRA РЕШЕТКА РАДИАТОРА В СБОРЕ;910,00;;Фото
49780;решетка передняя;Astra F;95-97;Тайвань;;-;ASTRA РЕШЕТКА РАДИАТОРА В СБОРЕ;880,00;+;Фото
49612;стекло фары левое;Astra F;91-95;Тайвань;;--;9064 -;340,00;;Фото
50039;стекло фары левое;Astra F;95>;Тайвань;;--;9492 S4421112L**NEO 932 GL-L;340,00;;Фото
49613;стекло фары правое;Astra F;91-95;Тайвань;;--;9065 -;330,00;;Фото
49721;суппорт радиатора;Astra F;92-97;Тайвань;;1312067;ASTRA '92-97 БАЛКА СУППОРТА РАДИАТ ВЕРХ;2260,00;+;Фото
49250;усилитель бампера передний;Astra F;92-97;Тайвань;;90380353;ASTRA '92-97 УСИЛИТЕЛЬ БАМПЕРА ПЕРЕДН;660,00;+;Фото
52829;фара левая;Astra F;91-95;Тайвань;;0301031306;DEPO  ASTRA '92-94 ФАРА ЛЕВ +/- КОРРЕКТОР;1000,00;;Фото
49923;фара левая;Astra F;91-95;Тайвань;;203416052Q;TYC  Фара передняя OPEL ASTRA (91-95);1150,00;+;Фото
49758;фара левая;Astra F;95>;Тайвань;;-;TYC  Фара передняя OPEL ASTRA (95-);1190,00;;Фото
50282;фара правая;Astra F;91-95;Тайвань;;0301031305;DEPO  ASTRA '92-94 ФАРА ПРАВ +/- КОРРЕКТОР;1000,00;+;Фото
49924;фара правая;Astra F;91-95;Тайвань;;203415052Q;TYC  Фара передняя OPEL ASTRA (91-95);1150,00;;Фото
49759;фара правая;Astra F;95>;Тайвань;;-;TYC  Фара передняя OPEL ASTRA (95-);1190,00;+;Фото
55864;фонарь задний правый;Astra F;92-94;Тайвань;;714098299258;ASTRA '92-94 ФОНАРЬ ЗАДН ВНЕШН ПРАВ (УНИВЕРСАЛ) КРАСН-ЖЕЛТ;930,00;;Фото
54055;бампер передний;Astra G;98>;Тайвань;;-;ASTRA '98- БАМПЕР ПЕРЕДН С ОТВ П/ПРОТИВОТУМ (Италия) ГРУНТ;3220,00;;Фото
53166;бампер передний;Astra G;98>;Тайвань;;1400196;Бампер пер. OPEL ASTRA (03,98>) без отверствий;2370,00;;Фото
49750;бампер передний;Astra G;98>;Тайвань;;1400196;Бампер пер. OPEL ASTRA (98-) без отверствий;2400,00;;Фото
55011;бампер передний;Astra G;98>;Италия;;1400195;ASTRA '98- БАМПЕР ПЕРЕДН (Италия) БЕЗ ОТВ П/ПРОТИВОТУМ ЧЕРН;2490,00;;Фото
54056;зеркало в сборе левое;Astra G;98>;Тайвань;;-;ASTRA ЗЕРКАЛО ЛЕВ ЭЛЕКТР С ПОДОГРЕВ (aspherical) ГРУНТ;1200,00;;Фото
53059;зеркало в сборе правое;Astra G;98>;Тайвань;;-;ASTRA ЗЕРКАЛО ПРАВ ЭЛЕКТР С ПОДОГРЕВ (convex) ГРУНТ;2110,00;;Фото
1016111;зеркало в сборе правое;Astra G;98>;Тайвань;;(convex);ASTRA ЗЕРКАЛО ПРАВ МЕХАН С ТРОСИК (convex);950,00;;
47684;зеркало левое (стекло);Astra G;98>;Opel(Германия);;6428738;6995 -;2140,00;+;Фото
49751;капот;Astra G;98>;Тайвань;;1160446;ASTRA '98- КАПОТ;7740,00;;Фото
56470;крыло переднее левое;Astra G;98>;Тайвань;;-;С ОТВ.;2700,00;+;Фото
49421;крыло переднее левое;Astra G;98>;Тайвань;;6101303;8865 С ОТВ.П/ПОВТ.  Крыло c отв OPEL ASTRA (98-);1820,00;;Фото
56469;крыло переднее правое;Astra G;98>;Тайвань;;6102303;ASTRA '98- КРЫЛО ПЕРЕДН ПРАВ;2700,00;+;Фото
49752;крыло переднее правое;Astra G;98>;Тайвань;;6102303;Крыло c отв OPEL ASTRA (98-);1900,00;;Фото
50272;поворотник в крыло;Astra G;98>;Тайвань;;1713400;9726 TYC Поворот в крыло белый OPEL ASTRA(98-)/CORSA(93-)БЕЛЫЙ;240,00;+;Фото
47685;поворотник в крыло;Astra G;98>;Opel(Германия);;90487599;6996 -;220,00;+;
56094;радиатор охлаждения;Astra G;97>;Тайвань;;1300187  90570726  1300213  09202493;РАДИАТОР 540х359 1,4/1,6/1,8 А -С OPEL ASTRA G\ ZAFIRA 97- (63248)(OL2256);3150,00;;Фото
56093;радиатор охлаждения;Astra G;97>;Тайвань;;90570725;РАДИАТОР 540х375 1,4\1,6\1,8  M -C OPEL ASTRA G\ZAFIRA 97- (63005)(OL2272);1630,00;;Фото
55835;радиатор охлаждения;Astra G;97>;Тайвань;;93277988;РАДИАТОР 600х359 1,4\1,6\1,8 16 V M +C OPEL ASTRA G\ZAFIRA 97- (63004)(OL2296);2040,00;;Фото
54985;решетка в бампер;Astra G;98-04;Тайвань;;14 00 529;Решетка в бампер верх OPEL ASTRA, 03.98 - 04;820,00;+;Фото
49755;решетка передняя;Astra G;98>;Тайвань;;6320065;9208 -;860,00;+;Фото
49754;решетка передняя;Astra G;98>;Тайвань;;6320065;Решетка хром. OPEL ASTRA (98-);1030,00;+;Фото
54229;спойлер бампера левый;Astra G;98>;Италия;;1400531;ASTRA '98- СПОЙЛЕР БАМПЕРА ПЕРЕДН ЛЕВ (Италия) ЧЕРН;1700,00;;Фото
54230;спойлер бампера правый;Astra G;98>;Италия;;1400530;ASTRA '98- СПОЙЛЕР БАМПЕРА ПЕРЕДН ПРАВ (Италия) ЧЕРН;1700,00;;Фото
49753;суппорт радиатора;Astra G;98>;Тайвань;;-;9206 -Панель передняя OPEL ASTRA (98-);2790,00;;Фото
52436;усилитель бампера передний;Astra G;98>;Тайвань;;90559494;ASTRA УСИЛИТЕЛЬ БАМПЕРА ПЕРЕДН;960,00;;Фото
54011;фара левая;Astra G;02>;Тайвань;;1216543;DEPO ASTRA ФАРА ЛЕВ +/- КОРРЕКТОР (КСЕНОН);3100,00;;Фото
50007;фара левая;Astra G;98>;Тайвань;;9117303  1216539;TYC П/КОРР.  Фара передняя с електр. TYC OPEL ASTRA (98-);2260,00;;Фото
51805;фара левая;Astra G;98-01;Тайвань;;9117303;DEPO П/КОРР.**ASTRA ФАРА ЛЕВ П/КОРРЕКТОР;1990,00;;Фото
54012;фара правая;Astra G;02>;Тайвань;;1216544;DEPO ASTRA ФАРА ПРАВ +/- КОРРЕКТОР (КСЕНОН);3100,00;;Фото
47687;фара правая;Astra G;98>;Opel(Германия);;090511096   29426826;6999 -ОРИГИНАЛ!;4270,00;;Фото
49781;фара правая;Astra G;98>;Тайвань;;9117304;9234 TYC корр.;2510,00;;Фото
54010;фара правая;Astra G;98-01;Тайвань;;9117304;DEPO  ASTRA '98-01 ФАРА ПРАВ П/КОРРЕКТОР;1970,00;;Фото
49783;фара противотум.левая;Astra G;98>;Тайвань;;6710012;9236 - TYC;1230,00;+;Фото
49784;фара противотум.правая;Astra G;98>;Тайвань;;6710010;9237 - TYC;1230,00;+;Фото
50793;фонарь задний левый;Astra G;98>;Тайвань;;6223020;DEPO на хэтчбек;1320,00;;Фото
54385;фонарь задний правый;Astra G;98>;Тайвань;;6223021;DEPO ХЭТЧБЭК  ASTRA '98- ФОНАРЬ ЗАДН ВНЕШН ПРАВ (ХЭТЧБЭК);1320,00;;Фото
49782;фонарь задний правый;Astra G;98>;Тайвань;;--;TYC  Фонарь задний SDN OPEL ASTRA (98-);2590,00;;Фото
56868;бампер передний;Astra H;04>;Тайвань;;1400303;ASTRA '04- БАМПЕР ПЕРЕДН (5 дв) ГРУНТ;2500,00;+;Фото
57146;бампер передний;Astra H;04>;Италия;;1400303;Бампер пер не coupe OPEL ASTRA, 04 -хэтчбек 5дв;3150,00;;Фото
1015197;зеркало в сборе правое;Astra H;04>;Тайвань;;-;ASTRA '04- ЗЕРКАЛО ПРАВ (3дв) ЭЛЕКТР С ПОДОГРЕВ (convex) ГРУНТ;3350,00;;
56280;зеркало в сборе правое;Astra H;04>;Тайвань;;-;ASTRA '04- ЗЕРКАЛО ПРАВ (4 дв) (5 дв) ЭЛЕКТР С ПОДОГРЕВ (convex) ГРУНТ;3700,00;;Фото
57261;капот;Astra H;04>;Тайвань;;1160254;ASTRA '04- КАПОТ;4250,00;+;Фото
57622;капот;Astra H;04>;Тайвань;;1160254;Капот OPEL ASTRA (04-);3960,00;;Фото
56549;крыло переднее левое;Astra H;04>;Тайвань;;6101339;ASTRA '04- КРЫЛО ПЕРЕДН ЛЕВ С ОТВ П/ПОВТОРИТЕЛЬ;1350,00;+;Фото
57394;крыло переднее левое;Astra H;04>;Тайвань;;6101339;Крыло OPEL ASTRA (04-);1150,00;;Фото
56279;крыло переднее правое;Astra H;04>;Тайвань;;6102349;ASTRA '04- КРЫЛО ПЕРЕДН ПРАВ С ОТВ П/ПОВТОРИТЕЛЬ;1350,00;+;Фото
58925;крыло переднее правое;Astra H;04>;Тайвань;;6102349;Крыло OPEL ASTRA (04-10);1150,00;;
57395;молдинг бампера левый;Astra H;04>;Тайвань;;1400739;Молдинг пер бампера ASTRA, 04-;450,00;+;Фото
56534;молдинг бампера правый;Astra H;04>;Тайвань;;1400737;Молдинг пер бампера ASTRA, 04-;450,00;+;Фото
1015912;поворотник в крыло;Astra H;04>;Тайвань;;1713423;DEPO  ASTRA '04- {INSIGNIA 08-} ПОВТОРИТЕЛЬ ПОВОРОТА В КРЫЛО ЛЕВ;230,00;+;
1015913;поворотник в крыло;Astra H;04>;Тайвань;;1713424;DEPO  ASTRA '04- {INSIGNIA 08-} ПОВТОРИТЕЛЬ ПОВОРОТА В КРЫЛО ПРАВ;230,00;+;
57752;подкрылок передний левый;Astra H;04>;Тайвань;;-;Подкрыльник OPEL ASTRA, 04 -;500,00;;
57753;подкрылок передний правый;Astra H;04>;Тайвань;;-;Подкрыльник OPEL ASTRA, 04 -;500,00;+;
45961;радиатор охлаждения;Astra H;04>;Тайвань;;1300266;550908-2 Радиатор 1.6 M/A+/-C;2400,00;+;
47537;радиатор охлаждения;Astra H;04>;Тайвань;;13145210;"Радиатор 1.4 M+/-C;1.8 M/A+/-C";2800,00;+;
56540;решетка в бампер левая;Astra H;04>;Тайвань;;1400305;Решетка в бампер б/отв (5дв) OPEL ASTRA, 04 -;300,00;+;Фото
56542;решетка в бампер левая;Astra H;04>;Тайвань;;1400307;Решетка в бампер с отв д/птф (5дв) OPEL ASTRA, 04 -;300,00;+;Фото
1015848;решетка в бампер левая;Astra H;07>;Тайвань;;1400409;ASTRA РЕШЕТКА БАМПЕРА ПЕРЕДН ЛЕВ С ОТВ П/ПРОТИВОТУМ ЧЕРН;320,00;+;
56541;решетка в бампер правая;Astra H;04>;Тайвань;;1400306;Решетка в бампер б/отв(5дв.) OPEL ASTRA, 04 -;300,00;+;Фото
56569;решетка в бампер правая;Astra H;04>;Тайвань;;1400306;ASTRA '04- РЕШЕТКА БАМПЕРА ПЕРЕДН ПРАВ С ОТВ П/ПРОТИВОТУМ (5 дв);300,00;+;Фото
1015849;решетка в бампер правая;Astra H;07>;Тайвань;;1400410;ASTRA РЕШЕТКА БАМПЕРА ПЕРЕДН ПРАВ С ОТВ П/ПРОТИВОТУМ ЧЕРН;320,00;+;
56539;решетка в бампер центральная;Astra H;04>;Тайвань;;1400304;Решетка в бампер OPEL ASTRA, 04 -;800,00;;Фото
56538;решетка передняя;Astra H;04>;Тайвань;;63 20 114;Решетка OPEL ASTRA, 04 -;1500,00;+;Фото
57704;решетка передняя;Astra H;04>;Тайвань;;1400746;ASTRA '04- МОЛДИНГ РЕШЕТКИ РАДИАТОРА (5 дв) ХРОМ;1300,00;+;Фото
56544;спойлер бампера левый;Astra H;04>;Тайвань;;1400561;ASTRA '04- СПОЙЛЕР БАМПЕРА ПЕРЕДН ЛЕВ (5 дв);1600,00;+;Фото
56545;спойлер бампера правый;Astra H;04>;Тайвань;;1400560;ASTRA '04- СПОЙЛЕР БАМПЕРА ПЕРЕДН ПРАВ (5 дв);1600,00;+;Фото
56535;суппорт радиатора верхний;Astra H;04>;Тайвань;;1312118;ASTRA '04- БАЛКА СУППОРТА РАДИАТ ВЕРХН;1000,00;+;Фото
56536;суппорт радиатора левый;Astra H;04>;Тайвань;;1312120;Панель пер вокруг фар OPEL ASTRA (04-);560,00;;Фото
56537;суппорт радиатора правый;Astra H;04>;Тайвань;;1312119;Панель пер вокруг фар OPEL ASTRA (04-);550,00;+;Фото
57389;усилитель бампера передний;Astra H;04>;Тайвань;;1405046;ASTRA '04- {+ ZAFIRA '05-} УСИЛИТЕЛЬ БАМПЕРА ПЕРЕДН АЛЮМИ;2100,00;+;Фото
57151;фара левая;Astra H;04>;Тайвань;;1216561;DEPO  ASTRA '04- ФАРА ЛЕВ С РЕГ.МОТОР ВНУТРИ ЧЕРН;3700,00;+;Фото
57152;фара правая;Astra H;04>;Тайвань;;1216562;DEPO  ASTRA '04- ФАРА ПРАВ С РЕГ.МОТОР ВНУТРИ ЧЕРН;3700,00;+;Фото
57388;фара противотум.левая;Astra H;04>;Тайвань;;24462133;ASTRA '04- {+ ZAFIRA 04-} ФАРА ПРОТИВОТУМ ЛЕВ;1200,00;+;Фото
57340;фара противотум.правая;Astra H;04>;Тайвань;;24462132;ASTRA '04- {+ ZAFIRA 04-} ФАРА ПРОТИВОТУМ ПРАВ;1200,00;;Фото
49749;арка крыла заднего левая;Calibra;90>;Тайвань;;-;-;1310,00;;Фото
48971;арка крыла заднего правая;Calibra;90>;Тайвань;;-;-;1150,00;;Фото
48838;капот;Calibra;91>;Тайвань;;90506729;CALIBRA КАПОТ;12180,00;;Фото
48839;крыло переднее левое;Calibra;91>;Тайвань;;90355905;CALIBRA КРЫЛО ПЕРЕДН ЛЕВ;3560,00;+;Фото
48840;крыло переднее правое;Calibra;91>;Тайвань;;90355906;8277 POP10018AR;3120,00;+;Фото
55703;поворотник левый;Corsa A;91-93;Leart(Италия);;-;-;640,00;;Фото
55704;поворотник правый;Corsa A;91-93;Leart(Италия);;-;-;640,00;;Фото
51785;фара левая;Corsa A;90-93;Тайвань;;1216417;DEPO**ФАРА ЛЕВАЯ PEL CORSA 90-2.93;1280,00;;Фото
48082;фара правая;Corsa A;90-93;Valeo(Франция);;12 16 418   90 398 229;7455 -;3020,00;;Фото
53171;балка суппорта верхняя;Corsa B;93-00;Тайвань;;90482179;Панель передняя OPEL CORSA (93-);1670,00;+;Фото
55252;бампер передний;Corsa B;93-96;Тайвань;;93430288;CORSA '93-96 БАМПЕР ПЕРЕДН ЧЕРН;1440,00;;Фото
55361;бампер передний;Corsa B;93-96;Тайвань;;93 23 5701;Бампер пер. OPEL CORSA (93-);1440,00;;Фото
55101;зеркало в сборе левое;Corsa B;93-00;Тайвань;;1427440;Зеркало мех OPEL CORSA (93-)  ЗЕРКАЛО ЛЕВОЕ OPEL CORSA 93-;520,00;+;
55249;зеркало в сборе правое;Corsa B;93-00;Тайвань;;1427442;Зеркало мех OPEL CORSA (93-);590,00;;Фото
53170;капот;Corsa B;93-00;Тайвань;;1160218;Капот OPEL CORSA (93-);4570,00;;Фото
53300;капот;Corsa B;93-00;Тайвань;;1160218;CORSA '93-99 КАПОТ;4380,00;;Фото
52973;крыло переднее левое;Corsa B;93-00;Тайвань;;90360211;CORSA '93-99 КРЫЛО ПЕРЕДН ЛЕВ БЕЗ ОТВ П/ПОВТОРИТЕЛЬ;1480,00;;Фото
52974;крыло переднее правое;Corsa B;93-00;Тайвань;;1102137;CORSA '93-99 КРЫЛО ПЕРЕДН ПРАВ БЕЗ ОТВ П/ПОВТОРИТЕЛЬ;1480,00;+;Фото
51104;поворотник в крыло;Corsa B;93-00;Тайвань;;-;Поворот на крыло OPEL ASTRA 91 - /OPEL CORSA 93 - /OPEL TIGRA 94 -;130,00;;Фото
50920;поворотник в крыло;Corsa B;93-00;Тайвань;;1713011;ЖЁЛТЫЙ R=L  Поворот на крыло желтый OPEL ASTRA(98-)/CORSA(93-);230,00;+;Фото
53172;усилитель бампера передний;Corsa B;93-00;Тайвань;;14 05 214;Усилитель пер. бампера OPEL CORSA (93-);590,00;;Фото
1014971;бампер передний;Corsa C;06>;Тайвань;;6400629;CORSA '06- БАМПЕР ПЕРЕДН ГРУНТ;6000,00;;
1014968;подкрылок передний правый;Corsa C;06>;Тайвань;;13187355;CORSA '06- ПОДКРЫЛОК ПЕРЕДН КРЫЛА ПРАВ ПЕРЕД + ЗАДН ЧАСТЬ;1100,00;;
55985;радиатор охлаждения;Corsa C;00>;Тайвань;;1300236;-;2110,00;;Фото
55986;радиатор охлаждения;Corsa C;00>;Тайвань;;1300237;-;2220,00;;Фото
1015546;решетка в бампер левая;Corsa C;00-06;Тайвань;;1400729;CORSA '00-06 РЕШЕТКА БАМПЕРА ПЕРЕДН ЛЕВ П/ПРОТИВОТУМ;400,00;+;
1015547;решетка в бампер правая;Corsa C;00-06;Тайвань;;1400728;CORSA '00-06 РЕШЕТКА БАМПЕРА ПЕРЕДН ПРАВ П/ПРОТИВОТУМ;400,00;+;
1014972;решетка в бампер центральная;Corsa C;06>;Тайвань;;13231589;CORSA '06- РЕШЕТКА БАМПЕРА ПЕРЕДН ЦЕНТРАЛ;520,00;;
1014969;спойлер бампера левый;Corsa C;06>;Тайвань;;13187354;CORSA '06- СПОЙЛЕР БАМПЕРА ПЕРЕДН ЛЕВ;450,00;;
1014970;спойлер бампера правый;Corsa C;06>;Тайвань;;13187355;CORSA '06- СПОЙЛЕР БАМПЕРА ПЕРЕДН ПРАВ;450,00;;
54139;фара левая;Corsa C;00>;Тайвань;;12 16 000;Фара (01-03) OPEL CORSA, 09.00 -;2590,00;;Фото
54140;фара правая;Corsa C;00>;Тайвань;;12 16 093;Фара (01-03) OPEL CORSA, 09.00 -;2590,00;;Фото
1016189;фонарь задний правый;Corsa C;06>;Тайвань;;1222132;CORSA ФОНАРЬ ЗАДН ВНЕШН ПРАВ (3 дв);1250,00;;
1016218;фонарь задний левый;Corsa D;06>;Тайвань;;1222131;CORSA ФОНАРЬ ЗАДН ВНЕШН ЛЕВ (3 дв);1200,00;;
1016939;бампер задний;Corsa С;00-06;Тайвань;;1404172;CORSA БАМПЕР ЗАДН ГРУНТ;6100,00;;Фото
1017036;бампер передний;Corsa С;01>;Тайвань;;1400232;-;2300,00;;
1017224;крыло переднее левое;Frontera;88-96;Тайвань;;8944496695;RODEO {FRONTERA 92-98} КРЫЛО ПЕРЕДН ЛЕВ (5 дв) БЕЗ ОТВ П/ПОВТОРИТЕЛЬ С ОТВ П/АНТЕННУ;1400,00;;
1017225;крыло переднее правое;Frontera;88-96;Тайвань;;8944496687;RODEO {FRONTERA 92-98} КРЫЛО ПЕРЕДН ЛЕВ (5 дв) БЕЗ ОТВ П/ПОВТОРИТЕЛЬ С ОТВ П/АНТЕННУ;1400,00;;
54463;подкрылок передний левый;Frontera;91-97;Тайвань;;8971294150;RODEO '88-96 {FRONTERA 92-98} ПОДКРЫЛОК ПЕРЕДН КРЫЛА ЛЕВ;590,00;;
1015912;поворотник в крыло;Insignia;04>;Тайвань;;1713423;DEPO  ASTRA '04- {INSIGNIA 08-} ПОВТОРИТЕЛЬ ПОВОРОТА В КРЫЛО ЛЕВ;230,00;+;
1015913;поворотник в крыло;Insignia;04>;Тайвань;;1713424;DEPO  ASTRA '04- {INSIGNIA 08-} ПОВТОРИТЕЛЬ ПОВОРОТА В КРЫЛО ПРАВ;230,00;+;
58168;арка крыла заднего правая;Kadett D;80-84;Klokkerholm;;-;-;1200,00;+;
1014431;крыло переднее левое;Kadett D;79-84;Тайвань;;1101110;-;2200,00;+;
48739;порог правый;Kadett D;79-84;Тайвань;;-;8174 На старую модель до 84 г.;820,00;+;Фото
48960;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;Арка задняя  4/5Д OPEL KADET (85-91);890,00;;Фото
47620;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;KLOKKERHOLM  АРКА КРЫЛА ЗАДНЕГО ЛЕВАЯ 4/5 двери;860,00;+;Фото
53826;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> арка задн. крыла л.сторона 4-5двери;930,00;;Фото
53825;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> арка задн. крыла л.сторона 2-3двери;940,00;;Фото
50619;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;KADETT '84-91 АРКА РЕМ.КРЫЛА ЗАДН ЛЕВ (4 дв) (5 дв);860,00;+;Фото
49585;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;2/3дв.;860,00;;Фото
52161;арка крыла заднего левая;Kadett E;85-91;Nor Aalborg(EEC);;-;УНИВЕРСАЛ (VAN);860,00;;Фото
48199;арка крыла заднего левая;Kadett E;85-91;Тайвань;;-;7583 -KADETT АРКА РЕМ.КРЫЛА ЗАДН ЛЕВ (2 дв) (3 дв);860,00;+;Фото
52162;арка крыла заднего правая;Kadett E;85-91;Nor Aalborg(EEC);;-;УНИВЕРСАЛ (VAN);1040,00;;Фото
47621;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;KADETT '84-91 АРКА РЕМ.КРЫЛА ЗАДН ПРАВ (2 дв) (3 дв);860,00;;Фото
53828;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> арка задн. крыла п.сторона 4-5двери;940,00;;Фото
50620;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;KADETT '84-91 АРКА РЕМ.КРЫЛА ЗАДН ПРАВ (4 дв) (5 дв);860,00;+;Фото
49269;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;Арка задняя  4/5дв.  OPEL KADET (85-91);890,00;;Фото
50644;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;4/5дв. АРКА КРЫЛА ЗАДНЕГО ПРАВАЯ 4/5  двери;880,00;;Фото
53827;арка крыла заднего правая;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> арка задн. крыла п.сторона 2-3двери;940,00;;Фото
48200;арка крыла заднего правая;Kadett E;85-91;Тайвань;;--;2/3дв.;860,00;;Фото
54522;балка суппорта нижняя;Kadett E;85-91;Nor Aalborg(EEC);;0222078;-;2060,00;;Фото
48136;балка суппорта нижняя;Kadett E;85-91;Тайвань;;0222078;7513  с крюк.  все кроме GSI;1160,00;;Фото
54524;бампер передний;Kadett E;88-91;Тайвань;;1400069 90318472;-;3280,00;;Фото
47665;бампер передний;Kadett E;88-91;Тайвань;;1400069  90318472;KADETT '88-91 БАМПЕР ПЕРЕДН;2150,00;;Фото
49586;бампер передний;Kadett E;88-91;Италия;;1400069;Бампер пер. 09.88-08.91 OPEL KADET (89-91);1970,00;;Фото
56806;зеркало в сборе левое;Kadett E;85-91;Тайвань;;-;Зеркало OPEL KADET (85-91);600,00;;
56696;зеркало в сборе правое;Kadett E;85-91;Тайвань;;-;Зеркало OPEL KADET (85-91);600,00;;Фото
53829;капот;Kadett E;85-91;Тайвань;;1160359;ИТАЛИЯ  Opel Kadett E 84> капот пер. Europe;6970,00;;Фото
47042;капот;Kadett E;85-91;Тайвань;;1160359;-;6470,00;;Фото
48868;капот;Kadett E;85-91;Тайвань;;1160359;Капот OPEL KADET (85-91);5940,00;+;Фото
47081;крыло переднее левое;Kadett E;85-91;Тайвань;;1101120;Крыло OPEL KADET (85-91);1500,00;;Фото
47032;крыло переднее левое;Kadett E;85-91;Тайвань;;1101120;KADETT '84-91 КРЫЛО ПЕРЕДН ЛЕВ;2500,00;;Фото
47566;крыло переднее правое;Kadett E;85-91;Тайвань;;1102120;KADETT '84-91 КРЫЛО ПЕРЕДН ПРАВ;2500,00;;Фото
47009;крыло переднее правое;Kadett E;85-91;Тайвань;;1102120;Крыло OPEL KADET (85-91);1500,00;;Фото
56969;поворотник левый;Kadett E;85-91;Китай;;90008397;KADETT '84-91 УКАЗ.ПОВОРОТА УГЛОВОЙ ЛЕВ ЖЕЛТ;200,00;;
52721;поворотник левый;Kadett E;85-91;Тайвань;;90008397;TYC ЖЁЛТЫЙ  Поворот желтый OPEL KADET (85-91);230,00;;Фото
50567;поворотник левый;Kadett E;85-91;Тайвань;;90008396;Поворот белый OPEL KADET (85-91);370,00;+;Фото
47790;поворотник левый;Kadett E;85-91;Тайвань;;-;7107 -;370,00;+;Фото
45061;поворотник левый;Kadett E;85-91;Тайвань;;90008397;DEPO ЖЁЛТЫЙ  KADETT '84-91 УКАЗ.ПОВОРОТА УГЛОВОЙ ЛЕВ ЖЕЛТ;220,00;;Фото
45072;поворотник правый;Kadett E;85-91;Тайвань;;12 26 039;2903 -;370,00;;Фото
45068;поворотник правый;Kadett E;85-91;Тайвань;;90008398;DEPO ЖЁЛТЫЙ KADETT УКАЗ.ПОВОРОТА УГЛОВОЙ ПРАВ ЖЕЛТ;220,00;;Фото
50568;поворотник правый;Kadett E;85-91;Тайвань;;90008395;Поворот белый OPEL KADET (85-91);340,00;;Фото
57028;поворотник правый;Kadett E;85-91;Китай;;90008398;KADETT '84-91 УКАЗ.ПОВОРОТА УГЛОВОЙ ПРАВ ЖЕЛТ;200,00;;
52722;поворотник правый;Kadett E;85-91;Тайвань;;90008398;Поворот желтый OPEL KADET (85-91);220,00;;Фото
49137;порог левый;Kadett E;85-91;Тайвань;;-;Порог 200-5049001 2Д OPEL KADET (85-91);890,00;+;Фото
53832;порог левый;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> порог л. 4/5дв;970,00;;Фото
48387;порог левый;Kadett E;85-91;Тайвань;;-;7787 5049001(Klokkerholm);1030,00;;Фото
51854;порог левый;Kadett E;85-91;Тайвань;;-;4/5дв.;880,00;;Фото
47859;порог левый;Kadett E;85-91;Тайвань;;-;KADETT '84-91 {NEXIA 95-} ПОРОГ ЛЕВ (4 дв) (5 дв);1000,00;+;Фото
49139;порог левый;Kadett E;85-91;Тайвань;;-;Порог 200-5049011 4Д OPEL KADET (85-91);970,00;;Фото
47622;порог правый;Kadett E;85-91;Тайвань;;-;6923 5049012(Klokkerholm) 4дв.и 5дв.;1030,00;;Фото
51855;порог правый;Kadett E;85-91;Тайвань;;-;4/5дв.;880,00;;Фото
51042;порог правый;Kadett E;85-91;Тайвань;;-;KADETT '84-91 {NEXIA 95-} ПОРОГ ПРАВ (4 дв) (5 дв);1000,00;+;Фото
53833;порог правый;Kadett E;85-91;Тайвань;;-;Opel Kadett E 84> порог п. 4/5дв;970,00;;Фото
48388;порог правый;Kadett E;85-91;Тайвань;;-;7788 5049002(Klokkerholm);1030,00;+;Фото
49138;порог правый;Kadett E;85-91;Тайвань;;-;Порог 200-5049012 4Д OPEL KADET (85-91);910,00;;Фото
48874;порог правый;Kadett E;85-91;Тайвань;;-;Порог 200-5049012 4Д OPEL KADET (85-91);970,00;;Фото
