14906;NNALT93-270-L            ;631130E730;93-97;ALTIMA йпшкн оепедм кеб я нрб о/онбрнпхрекэ ягюдх;935;;;;;;;;;;;3
14905;NNALT93-270-R            ;631120E730;93-97;ALTIMA йпшкн оепедм опюб я нрб о/онбрнпхрекэ ягюдх;935;;;;;;;;;;;3
3576;NNALT93-271-L            ;631011E430;93-97;ALTIMA йпшкн оепедм кеб я нрб о/онбрнпхрекэ яоепед;1247;;;;;;;;;;;3
3577;NNALT93-271-R            ;631001E430;93-97;ALTIMA йпшкн оепедм опюб я нрб о/онбрнпхрекэ яоепед;1247;;;;;;;;;;;3
3578;NNALT93-330              ;F1009B0CM;93-97;ALTIMA йюонр;5387;+;;;;;;;;;;3
25280;NNALT93-810-L            ;545012B010;93-97;ALTIMA пшвюц оепедм ондбеяйх кеб мхфм;1358;;;;;;;;;;;3
25281;NNALT93-810-R            ;545002B010;93-97;ALTIMA пшвюц оепедм ондбеяйх опюб мхфм;1358;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN ARMADA/TITAN  (04-);;;;;;;;;;;;;;;2
29190;NNARM04-000H-N           ;DS614-B0BCA;04-07;ARMADA тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я яберъы нандй дхнд бмсрпх упнл;0;;;;;;;;;;;3
22351;NNARM04-330              ;651007S030;04-;ARMADA {TITAN} йюонр;3819;;;;;;;;;;;3
28664;NNARM04-740H-N           ;DS573-BUWE2;04-;ARMADA {РНКЭЙН МЮ TITAN} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц опнгпюв я дхнд EAGLE EYES бмсрпх упнл;4733;;;;;;;;;;;3
24145;NNARM04-910              ;214607S000;04-;ARMADA {TITAN/INFINITI QX56 04-} пюдхюрнп нукюфдем AT (ЯЛ.ЙЮРЮКНЦ);4084;;;+;7 ДМ;;;;;;69484K;3
;;;;;;;;;;;;;;;;4
;NISSAN BLUEBIRD SYLFY 00-;;;;;;;;;;;;;;;2
24978;NNSYL03-000-L            ;260608N725;03-05;BLUEBIRD SYLPHY тюпю кеб;1312;;;;;215-1197L-LD-E;;;;;;3
24979;NNSYL03-000-R            ;260108N725;03-05;BLUEBIRD SYLPHY тюпю опюб;1312;;;;;215-1197R-LD-E;;;;;;3
24976;NNSYL03-740-L            ;265558N725;03-05;BLUEBIRD SYLPHY тнмюпэ гюдм бмеьм кеб;1115;;;;;215-19H1L-UE;;;;;;3
24977;NNSYL03-740-R            ;265508N725;03-05;BLUEBIRD SYLPHY тнмюпэ гюдм бмеьм опюб;1169;;;;;215-19H1R-UE;;;;;;3
24771;NNSYL00-910              ;214604M703/214604M417/214606N003;00-;BLUEBIRD SYLPHY {Sentra /Sunny /  Wingroad /AD Ban 00-} пюдхюрнп нукюфдем AT;4297;;;;;;PL021488;;;;;3
24772;NNSYL00-911              ;214606N103;00-;BLUEBIRD SYLPHY пюдхюрнп нукюфдем AT (ДХГЕКЭ);4290;;;;;;PL021523;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN BLUEBIRD T72 (5/88-12/90);;;;;;;;;;;;;;;2
10993;NNBUB86-000-L            ;2606513E83;86-88;BLUEBIRD тюпю кеб;1741;;;;;215-1147L-LD;;;;;;3
3595;NNBUB88-000-L            ;;88-90;BLUEBIRD тюпю кеб;1299;;;;;215-1159L-LD;;;;;;3
10994;NNBUB86-000-R            ;2601513E83;86-88;BLUEBIRD тюпю опюб;1880;;;;;215-1147R-LD;;;;;;3
3596;NNBUB88-000-R            ;;88-90;BLUEBIRD тюпю опюб;1278;;;;;215-1159R-LD;;;;;;3
10914;NNBUB88-160B             ;62022Q9025;88-90;BLUEBIRD аюлоеп оепедм вепм;1870;;;;;;;;;;;3
12718;NNBUB86-270-L            ;63113D4630;86-90;BLUEBIRD йпшкн оепедм кеб я нрб о/онбрнпхрекэ;0;;;;;;;;;;;3
13003;NNBUB86-270-R            ;63112D4630;86-90;BLUEBIRD йпшкн оепедм опюб я нрб о/онбрнпхрекэ;0;;;;;;;;;;;3
12251;NNBUB86-330              ;65100D4531;86-90;BLUEBIRD йюонр;3164;;;;;;;;;;;3
10860;NNBUB84-820-Z            ;4016051E00/85E00;84-87;BLUEBIRD ьюпнбюъ нонпю к=о мхфм;280;;;+;7 ДМ;;;;;;;3
10859;NNBUB88-830-Z            ;4852172E00;88-94;BLUEBIRD ръцю пскебюъ к=о;200;;;+;7 ДМ;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN CEDRIC/GLORIA (95-99);;;;;;;;;;;;;;;2
15555;NNCED95-270-R            ;631124P030;95-99;CEDRIC {GLORIA} йпшкн оепедм опюб;3220;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN CUBE (98-02);;;;;;;;;;;;;;;2
24768;NNCUB98-910              ;214602U300/214602U307;98-02;CUBE пюдхюрнп нукюфдем AT;3892;;;;;;PL020788;;;;;3
24769;NNCUB98-911              ;214602U000/214602U007;98-02;CUBE пюдхюрнп нукюфдем БЮПХЮРНП (CVT) (KOYO);3707;;;;;;PL020789;;;;;3
26208;NNMIC03-932              ;92110ED000/92100AX800/92100ED500;03-;MICRA {+ NOTE 06-/ TIIDA 07-/CUBE 04-} йнмдемяюрнп йнмдхж я нясьхр. (KOYO) (ЯЛ.ЙЮРЮКНЦ);3490;;;;;;CD020311;;;;94621Y;3
;;;;;;;;;;;;;;;;4
;NISSAN JUKE (11- );;;;;;;;;;;;;;;2
29824;NNJUK11-000-L            ;260601KA0A;11-;JUKE тюпю кеб о/йнппейрнп;0;;;;;215-11D8L-LD-EM;;;;;;3
29825;NNJUK11-000-R            ;260101KA0A;11-;JUKE тюпю опюб о/йнппейрнп;0;;;;;215-11D8R-LD-EM;;;;;;3
29584;NNJUK11-270-L            ;F31001KKMA;11-;JUKE йпшкн оепедм кеб;0;;;;;;;;;;;3
29585;NNJUK11-270-R            ;F31011KKMA;11-;JUKE йпшкн оепедм опюб;0;1;24 яЕМ;;;;;;;;;3
29583;NNJUK11-330              ;FEA0M1KAMA;11-;JUKE йюонр;0;1;;;;;;;;;;3
29550;NNJUK11-450-L            ;963021KM0A;11-;JUKE гепйюкн кеб аег онднцпеб;0;+;;;;;;;;;;3
29551;NNJUK11-450-R            ;963011KM0A;11-;JUKE гепйюкн опюб аег онднцпеб;0;+;;;;;;;;;;3
29794;NNJUK11-910              ;214101KC5A;11-;JUKE пюдхюрнп нукюфдем MT , БЮПХЮРНП (CVT);0;;;;;;PL022564;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN MAXIMA J30 (89-94);;;;;;;;;;;;;;;2
3619;NNMXI89-000-L            ;;89-94;MAXIMA тюпю кеб;1462;;;;;215-1162L-LD;;;;;;3
3620;NNMXI89-000-R            ;;89-94;MAXIMA тюпю опюб;1462;;;;;215-1162R-LD;;;;;;3
11578;NNMXI89-040Y-L           ;;89-94;MAXIMA сйюг.онбнпнрю мхфм кеб б аюлоеп фекр;206;;;;;215-1656L-YA;;;;;;3
11579;NNMXI89-040Y-R           ;;89-94;MAXIMA сйюг.онбнпнрю мхфм опюб б аюлоеп фекр;206;;;;;215-1656R-YA;;;;;;3
3622;NNMXI89-100W             ;6231086E01;89-94;MAXIMA пеьерйю пюдхюрнпю аек;1343;;;;;;;;;;;3
16072;NNMXI89-100HB            ;6231086;89-94;MAXIMA пеьерйю пюдхюрнпю упнл-вепм;1804;;;;;;;;;;;3
3624;NNMXI89-160X             ;6202285E26;89-94;MAXIMA аюлоеп оепедм аег нрб о/опнрхбнрсл цпсмр;1247;;;;;;;;;;;3
3623;NNMXI89-160B             ;6202285E26;89-94;MAXIMA аюлоеп оепедм аег нрб о/опнрхбнрсл вепм;1329;;;;;;;;;;;3
16071;NNMXI89-161X             ;6202286000;89-94;MAXIMA аюлоеп оепедм я нрб о/опнрхбнрсл цпсмр;737;;;;;;;;;;;3
13882;NNMXI89-161B             ;6202286000;89-94;MAXIMA аюлоеп оепедм я нрб о/опнрхбнрсл вепм;562;;;;;;;;;;;3
14256;NNMXI89-240              ;6203085E30;89-94;MAXIMA сяхкхрекэ аюлоепю оепедм;1157;+;;;;;;;;;;3
3626;NNMXI89-270-L            ;6310189E30;89-94;MAXIMA йпшкн оепедм кеб я нрб о/онбрнпхрекэ;3585;;;;;;;;;;;3
3625;NNMXI89-270-R            ;6310089E30;89-94;MAXIMA йпшкн оепедм опюб я нрб о/онбрнпхрекэ;3585;;;;;;;;;;;3
12435;NNMXI89-271-L            ;6310185E30;89-94;MAXIMA йпшкн оепедм кеб аег нрб о/онбрнпхрекэ;4128;;;;;;;;;;;3
13688;NNMXI89-271-R            ;6310085E30;89-94;MAXIMA йпшкн оепедм опюб аег нрб о/онбрнпхрекэ;4292;;;;;;;;;;;3
3621;NNMXI89-330              ;6510085E30;89-94;MAXIMA йюонр;6936;;;;;;;;;;;3
12660;NNMXI89-380              ;6250085E10;89-94;MAXIMA ясоонпр пюдхюрнпю;1872;;;;;;;;;;;3
18860;NNMXI89-810-L            ;5450185E01;89-94;MAXIMA пшвюц оепедм ондбеяйх кеб мхфм б яанпе;1325;;;;;;;;;;;3
18859;NNMXI89-810-R            ;5450085E01;89-94;MAXIMA пшвюц оепедм ондбеяйх опюб мхфм б яанпе;1325;;;;;;;;;;;3
13861;NNMXI89-900              ;271401N710;89-94;MAXIMA {ALMERA N15 95-99/ SB LEGACY 02/89-05/94} пюдхюрнп нрнохрекъ (NISSENS) (ЯЛ.ЙЮРЮКНЦ);3952;;;;;;;73700;;;;3
14510;NNMXI89-910              ;2141085E00;89-94;MAXIMA пюдхюрнп нукюфдем MT 3 (1 ПЪД);2977;;;;;;;;;;;3
14029;NNMXI89-911              ;2141085E00;89-94;MAXIMA пюдхюрнп нукюфдем MT 3 (KOYO);3433;;;;;;PL020536;;;;;3
16481;NNMXI89-914              ;2146085E00/30P10;89-94;MAXIMA пюдхюрнп нукюфдем MT 3;2277;1;;;;;;;;;62980K;3
14028;NNMXI89-915              ;2146096E01;89-94;MAXIMA пюдхюрнп нукюфдем AT 3;2335;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN MAXIMA QX A32 (95-99);;;;;;;;;;;;;;;2
15715;NNCFR98-000L-L           ;;98-99;CEFIRO тюпю кеб опнгпювм;1251;;;;;215-1174L-LD;;;;;;3
15716;NNCFR98-000L-R           ;;98-99;CEFIRO тюпю опюб опнгпювм;1251;;;;;215-1174R-LD;;;;;;3
3627;NNMXQ95-000-L            ;2606046U25;95-99;MAXIMA QX тюпю кеб;848;+;;;;215-1165L-LD-N;;;;;;3
3628;NNMXQ95-000-R            ;2601046U25;95-99;MAXIMA QX тюпю опюб;843;+;;;;215-1165R-LD-N;;;;;;3
13131;NNMXQ95-001P-L           ;2606047U25;95-98;MAXIMA QX {CEFIRO} тюпю кеб окюярхй;804;;;;;215-1165L-LD;;;;;;3
13132;NNMXQ95-001P-R           ;2601047U25;95-98;MAXIMA QX {CEFIRO} тюпю опюб окюярхй;817;;;;;215-1165R-LD;;;;;;3
18897;NNMXQ95-002H-L           ;;95-99;MAXIMA QX тюпю кеб рчмхмц упсярюк бмсрпх упнл;1286;1;;;;215-1174LXLD-1;;;;;;3
18984;NNMXQ95-002B-L           ;;95-99;MAXIMA QX тюпю кеб рчмхмц упсярюк бмсрпх вепм;1334;+;;;;215-1174LXLD-2;;;;;;3
18898;NNMXQ95-002H-R           ;;95-99;MAXIMA QX тюпю опюб рчмхмц упсярюк бмсрпх упнл;1305;;;;;215-1174RXLD-1;;;;;;3
18985;NNMXQ95-002B-R           ;;95-99;MAXIMA QX тюпю опюб рчмхмц упсярюк бмсрпх вепм;1355;;;;;215-1174RXLD-2;;;;;;3
10263;NNMXQ95-020-L            ;;95-99;MAXIMA QX ярейкн тюпш кеб;427;;;+;7 ДМ;47-215-1165LSLD;;;;;;3
10264;NNMXQ95-020-R            ;;95-99;MAXIMA QX ярейкн тюпш опюб;427;;;+;7 ДМ;47-215-1165RSLD;;;;;;3
14154;NNMXQ95-021-L            ;;95-99;MAXIMA QX ярейкн тюпш кеб;266;;;;;;;;;;;3
14155;NNMXQ95-021-R            ;;95-99;MAXIMA QX ярейкн тюпш опюб;266;;;;;;;;;;;3
15717;NNCFR98-030-L            ;;98-99;CEFIRO сйюг.онбнпнрю сцкнбни кеб упсярюк;220;;;;;215-1585L-U;;;;;;3
15718;NNCFR98-030-R            ;;98-99;CEFIRO сйюг.онбнпнрю сцкнбни опюб упсярюк;220;;;;;215-1585R-U;;;;;;3
3629;NNMXQ95-030-L            ;2613543U25;95-99;MAXIMA QX сйюг.онбнпнрю сцкнбни кеб;147;+;;;;215-1573L-U;;;;;;3
3630;NNMXQ95-030-R            ;2613043U25;95-99;MAXIMA QX сйюг.онбнпнрю сцкнбни опюб;146;+;;;;215-1573R-U;;;;;;3
11002;NNMXQ95-050W-L           ;2610951U00;95-99;MAXIMA QX тнмюпэ-йюрютнр кеб б аюлоеп аек;223;;;+;7 ДМ;215-1658L-U-2;;;;;;3
11003;NNMXQ95-050W-R           ;2610451U00;95-99;MAXIMA QX тнмюпэ-йюрютнр опюб б аюлоеп аек;223;;;+;7 ДМ;215-1658R-U-2;;;;;;3
14214;NNMXQ95-070-L            ;2615543U25;95-99;MAXIMA QX тюпю опнрхбнрсл кеб (DEPO);1064;+;;;;215-2012L-UE;;;;;;3
14215;NNMXQ95-070-R            ;2615043U25;95-99;MAXIMA QX тюпю опнрхбнрсл опюб (DEPO);1064;+;;;;215-2012R-UE;;;;;;3
19537;NNMXQ95-071-L            ;;95-99;MAXIMA QX тюпю опнрхбнрсл кеб;641;;;;;;;;;;;3
19538;NNMXQ95-071-R            ;;95-99;MAXIMA QX тюпю опнрхбнрсл опюб;641;;;;;;;;;;;3
19843;NNMXQ95-080-L            ;;95-99;MAXIMA QX ярейкн тюпш опнрхбнрсл кеб;224;;;;;;;;;;;3
19844;NNMXQ95-080-R            ;;95-99;MAXIMA QX ярейкн тюпш опнрхбнрсл опюб;224;+;;;;;;;;;;3
10540;NNMXQ95-100HB            ;6231053U00;95-99;MAXIMA QX {нющ} пеьерйю пюдхюрнпю о/ люкемэй щлакел упнл-вепм;761;;;;;;;;;;;3
10997;NNMXQ95-101H             ;6231051U00;95-98;MAXIMA QX {CEFIRO} пеьерйю пюдхюрнпю б онкняй упнл;660;+;;;;;;;;;;3
10160;NNMXQ95-160B             ;6202243U25;95-99;MAXIMA QX аюлоеп оепедм я нрб о/тнмюпх вепм;792;+;17 яЕМ;;;;;;;;;3
17370;NNMXQ95-180              ;9621243U00;95-99;MAXIMA QX йпеокемхе мнлепю аюлоепю оепедм;224;;;;;;;;;;;3
3632;NNMXQ95-240              ;6203051U30;95-99;MAXIMA QX сяхкхрекэ аюлоепю оепедм;1123;+;17 яЕМ;;;;;;;;;3
3634;NNMXQ95-270-L            ;6310147U30;95-99;MAXIMA QX йпшкн оепедм кеб я нрб о/онбрнпхрекэ;3201;;24 яЕМ;;;;;;;;;3
3633;NNMXQ95-270-R            ;6310047U30;95-99;MAXIMA QX йпшкн оепедм опюб я нрб о/онбрнпхрекэ;3349;;17 яЕМ;;;;;;;;;3
13740;NNMXQ95-271-L            ;6310151U30;95-99;MAXIMA QX йпшкн оепедм кеб аег нрб о/онбрнпхрекэ;4884;+;;;;;;;;;;3
13739;NNMXQ95-271-R            ;6310051U30;95-99;MAXIMA QX йпшкн оепедм опюб аег нрб о/онбрнпхрекэ;4884;+;;;;;;;;;;3
17501;NNMXQ95-272-L            ;6310147U30;95-99;MAXIMA QX йпшкн оепедм кеб я нрб о/онбрнпхрекэ (НПХЦХМЮК);3741;;;;;;;;;;;3
10999;NNMXQ95-280Y-Z           ;261601N000;95-03;MAXIMA QX {ALMERA 95-03/PATFINDER 99-00} онбрнпхрекэ онбнпнрю б йпшкн к=о опълнсц фекр;70;;;;;215-1426N-UE;;;;;;3
13679;NNMXQ95-300-L            ;6384140U20;95-99;MAXIMA QX ондйпшкнй оепедм йпшкю кеб;231;+;;;;;;;;;;3
13680;NNMXQ95-300-R            ;6384040U20;95-99;MAXIMA QX ондйпшкнй оепедм йпшкю опюб;231;+;24 яЕМ;;;;;;;;;3
15452;NNMXQ95-320              ;6560144U00;95-99;MAXIMA QX гюлнй йюонрю;437;;;;;;;;;;;3
12392;NNMXQ95-330              ;6510046U30;95-99;MAXIMA QX йюонр;7992;+;17 яЕМ;;;;;;;;;3
10839;NNMXQ95-380              ;6250051U00;95-99;MAXIMA QX ясоонпр пюдхюрнпю;1799;+;;;;;;;;;;3
17371;NNMXQ95-450-L            ;9630243U00;95-99;MAXIMA QX гепйюкн кеб щкейрп (convex);842;;;;;;;;;;;3
17372;NNMXQ95-450-R            ;9630143U00;95-99;MAXIMA QX гепйюкн опюб щкейрп (convex);865;;;;;;;;;;;3
15507;NNMXQ95-640B             ;8502243U25;95-99;MAXIMA QX аюлоеп гюдм о/ люкемэй мнлеп.гмюйю вепм;1980;+;17 яЕМ;;;;;;;;;3
16568;NNCFR98-740RW-L          ;26555YA6000;98-00;CEFIRO тнмюпэ гюдм бмеьм кеб 3 L йпюям-аек;1242;;;;;215-19B8L-U;;;;;;3
16569;NNCFR98-740RW-R          ;26550YA6000;98-00;CEFIRO тнмюпэ гюдм бмеьм опюб 3 L йпюям-аек;1242;;;;;215-19B8R-U;;;;;;3
15624;NNMXQ95-740RW-L          ;;95-99;MAXIMA QX тнмюпэ гюдм бмеьм кеб йпюям-аек;1027;;;;;215-19A3L-CR-U;;;;;;3
14086;NNMXQ95-740RY-L          ;;95-99;MAXIMA QX тнмюпэ гюдм бмеьм кеб йпюям-фекр;754;;;;;215-19A3L-U;;;;;;3
16789;NNMXQ98-740RW-L          ;265553l826;98-99;MAXIMA QX тнмюпэ гюдм бмеьм кеб упсярюк йпюям-аек;897;1;;;;215-19D5L-AE;;;;;;3
15625;NNMXQ95-740RW-R          ;;95-99;MAXIMA QX тнмюпэ гюдм бмеьм опюб йпюям-аек;1122;;;;;215-19A3R-CR-U;;;;;;3
14087;NNMXQ95-740RY-R          ;;95-99;MAXIMA QX тнмюпэ гюдм бмеьм опюб йпюям-фекр;627;+;;;;215-19A3R-U;;;;;;3
16790;NNMXQ98-740RW-R          ;265503l826;98-99;MAXIMA QX тнмюпэ гюдм бмеьм опюб упсярюк йпюям-аек;891;;;;;215-19D5R-AE;;;;;;3
16570;NNCFR98-741TR-L          ;26555YA1006;98-00;CEFIRO тнмюпэ гюдм бмеьм кеб 2 L рнмхп-йпюям;1242;;;;;215-19B7L-U;;;;;;3
16571;NNCFR98-741TR-R          ;26550YA1001;98-00;CEFIRO тнмюпэ гюдм бмеьм опюб 2 L рнмхп-йпюям;1242;;;;;215-19B7R-U;;;;;;3
10978;NNMXQ95-810-L            ;5450141U00;95-99;MAXIMA QX пшвюц оепедм ондбеяйх кеб мхфм;1279;;;;;;;;;;;3
10977;NNMXQ95-810-R            ;5450041U00;95-99;MAXIMA QX пшвюц оепедм ондбеяйх опюб мхфм;1279;;;;;;;;;;;3
11246;NNMXQ95-840-Z            ;546180E000;95-99;MAXIMA QX {CEFIRO} ярнийю ярюахкхгюрнпю к=о оепед;140;;;;;;;;;;;3
18884;NNMXQ95-850-Z            ;;95-99;MAXIMA QX мюйнмевмхй пскебни ръцх к=о бмеьм;172;;;;;;;;;;;3
13861;NNMXI89-900              ;271401N710;89-94;MAXIMA {ALMERA N15 95-99/ SB LEGACY 02/89-05/94} пюдхюрнп нрнохрекъ (NISSENS) (ЯЛ.ЙЮРЮКНЦ);3952;;;;;;;73700;;;;3
14030;NNMXQ95-910              ;214600L015;95-99;MAXIMA QX пюдхюрнп нукюфдем AT 2 3 (KOYO);3833;;;;;;PL020404;;;;67352Y;3
14031;NNMXQ95-911              ;214600L700/10;95-99;MAXIMA QX пюдхюрнп нукюфдем MT 2 3 (KOYO);3647;;;;;;PA020566;;;;;3
13255;NNMXQ95-912              ;2146035U00;95-99;MAXIMA QX пюдхюрнп нукюфдем AT 2 3 (1 ПЪД);3741;;;;;;;;;;;3
10838;NNMXQ95-913              ;2146035U00;95-;MAXIMA QX пюдхюрнп нукюфдем AT 2 3 (2 ПЪД);3366;;;+;7 ДМ;;;;;;67352K;3
16068;NNMXQ95-914              ;214100L715;95-;MAXIMA QX пюдхюрнп нукюфдем MT 2 3;2743;;;;;;;;;;;3
10837;NNMXQ95-920              ;;95-99;MAXIMA QX лнрнп+бемрхкърнп  пюдхюр нукюфдем б яанпе я пюлй;3311;;;;;;;;;;;3
13337;NNMXQ95-930              ;9211040U20/31U10;95-96;MAXIMA QX {10/94-06/96} йнмдемяюрнп йнмдхж (NISSENS) (NRF) (GERI) (ЯЛ.ЙЮРЮКНЦ);3719;;;;;;;94401;;35211;;3
17530;NNMXQ96-930              ;921100L710;96-98;MAXIMA QX йнмдемяюрнп йнмдхж;4317;;;;;;;;;;;3
18403;NNMXQ95-931              ;9211040U20/31U10;95-96;MAXIMA QX {10/94-06/96} йнмдемяюрнп йнмдхж (ЯЛ.ЙЮРЮКНЦ);2878;;;+;7 ДМ;;;;;;94401K;3
18404;NNMXQ96-931              ;921100L710;96-98;MAXIMA QX {7/96-12/97} йнмдемяюрнп йнмдхж (ЯЛ.ЙЮРЮКНЦ);2429;;;;;;;;;;94297K;3
;;;;;;;;;;;;;;;;4
;NISSAN MAXIMA QX CA33 (00-);;;;;;;;;;;;;;;2
15377;NNMXQ00-000B-N           ;;00-;MAXIMA QX тюпю к+о (йнлокейр) рчмхмц бмсрпх вепм;3444;;;;;215-1183P-LD-2;;;;;;3
17559;NNMXQ04-000-L            ;260606Y526;04-;MAXIMA QX тюпю кеб;1295;;14 яЕМ;;;215-1183L-LD-E6;;;;;;3
13578;NNMXQ00-000-L            ;260603T925;00-03;MAXIMA QX тюпю кеб;1216;+;;;;215-1183L-LD-E;;;;;;3
17560;NNMXQ04-000-R            ;260106Y526;04-;MAXIMA QX тюпю опюб;1258;+;;;;215-1183R-LD-E6;;;;;;3
13579;NNMXQ00-000-R            ;26103Y925;00-03;MAXIMA QX тюпю опюб;1249;+;;;;215-1183R-LD-E;;;;;;3
15378;NNMXQ00-050CC-N          ;;00-;MAXIMA QX тнмюпэ-йюрютнр к+о (йнлокейр) б оепед + гюдм аюлоеп упсярюк;475;;;+;7 ДМ;215-1438FXA-C;;;;;;3
17557;NNMXQ00-070-L            ;261553Y225;00-;MAXIMA QX тюпю опнрхбнрсл кеб;801;+;;;;215-2020L-UQ;;;;;;3
17558;NNMXQ00-070-R            ;261503Y225;00-;MAXIMA QX тюпю опнрхбнрсл опюб;801;+;;;;215-2020R-UQ;;;;;;3
19535;NNMXQ00-071-L            ;;00-;MAXIMA QX тюпю опнрхбнрсл кеб йпсцк я пюлй;841;;;;;;;;;;;3
19536;NNMXQ00-071-R            ;;00-;MAXIMA QX тюпю опнрхбнрсл опюб йпсцк я пюлй;841;;;;;;;;;;;3
14904;NNMXQ00-100HB            ;623103Y100;00-;MAXIMA QX пеьерйю пюдхюрнпю упнл-вепм;1407;1;;;;;;;;;;3
14892;NNMXQ00-160B             ;620223Y525;00-;MAXIMA QX аюлоеп оепедм вепм;2241;+;17 яЕМ;;;;;;;;;3
18331;NNMXQ00-270-L            ;631012Y030/5Y130/135;00-;MAXIMA QX {+CEFIRO} йпшкн оепедм кеб я нрб о/онбрнпхрекэ;3960;+;;;;;;;;;;3
18332;NNMXQ00-270-R            ;631002Y030/5Y130/135;00-;MAXIMA QX {+CEFIRO} йпшкн оепедм опюб я нрб о/онбрнпхрекэ;3993;1;;;;;;;;;;3
10999;NNMXQ95-280Y-Z           ;261601N000;95-03;MAXIMA QX {ALMERA 95-03/PATFINDER 99-00} онбрнпхрекэ онбнпнрю б йпшкн к=о опълнсц фекр;70;;;;;215-1426N-UE;;;;;;3
24857;NNMXQ00-300-L            ;638412Y000;00-;MAXIMA QX {+CEFIRO} ондйпшкнй оепедм йпшкю кеб;297;+;24 яЕМ;;;;;;;;;3
24858;NNMXQ00-300-R            ;638402Y000;00-;MAXIMA QX {+CEFIRO} ондйпшкнй оепедм йпшкю опюб;297;+;;;;;;;;;;3
19786;NNMXQ00-330              ;F51002Y0CM;00-;MAXIMA QX йюонр;11550;1;17 яЕМ;;;;;;;;;3
17373;NNMXQ00-380              ;652002Y000;00-;MAXIMA QX {+ CEFIRO CA33} ясоонпр пюдхюрнпю;1976;;;;;;;;;;;3
20160;NNMXQ00-450-L            ;;00-;MAXIMA QX гепйюкн кеб щкейрп;1452;;;;;;;;;;;3
20161;NNMXQ00-450-R            ;;00-;MAXIMA QX гепйюкн опюб щкейрп;1452;+;;;;;;;;;;3
15533;NNMXQ00-740-L            ;265552Y025;00-;MAXIMA QX тнмюпэ гюдм бмеьм кеб;974;;;+;7 ДМ;215-19F2L-UQ;;;;;;3
15534;NNMXQ00-740-R            ;265502Y025;00-;MAXIMA QX тнмюпэ гюдм бмеьм опюб;774;1;;;;215-19F2R-UQ;;;;;;3
17034;NNMXQ00-810-L            ;545012Y412;00-;MAXIMA QX {+USA} пшвюц оепедм ондбеяйх кеб мхфм;1401;;;;;;;;;;;3
17035;NNMXQ00-810-R            ;545002Y411;00-;MAXIMA QX {+USA} пшвюц оепедм ондбеяйх опюб мхфм;1281;;;;;;;;;;;3
18027;NNMXQ00-910              ;214102Y907/3;00-;MAXIMA QX пюдхюрнп нукюфдем MT 2 3 (KOYO);3527;;;;;;PL020883;;;;;3
18028;NNMXQ00-911              ;214602Y607/3;00-;MAXIMA QX пюдхюрнп нукюфдем AT 2 3 (KOYO);3280;1;;;;;PL020884;;;;;3
10838;NNMXQ95-913              ;2146035U00;95-;MAXIMA QX пюдхюрнп нукюфдем AT 2 3 (2 ПЪД);3366;;;+;7 ДМ;;;;;;67352K;3
16068;NNMXQ95-914              ;214100L715;95-;MAXIMA QX пюдхюрнп нукюфдем MT 2 3;2743;;;;;;;;;;;3
16301;NNMXQ00-920              ;B14815U002/B14825U003;00-;MAXIMA QX лнрнп+бемрхкърнп  пюдхюр нукюфдем дбсубемрхкър я йнпося;3340;1;17 яЕМ;;;;;;;;;3
22986;NNMXQ00-930              ;921102Y910;00-;MAXIMA QX йнмдемяюрнп йнмдхж (NISSENS) (ЯЛ.ЙЮРЮКНЦ);5440;;;;;;;94946;;;;3
18451;NNMXQ00-990H-N           ;рчмхмц;00-;MAXIMA QX {пюлйю бнйпсц тюп} к+о (йнлокейр) рчмхмц упнл;1795;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN MAXIMA USA (00-);;;;;;;;;;;;;;;2
11557;NNMXI00-160X             ;;00-01;MAXIMA аюлоеп оепедм (USA) цпсмр;1487;1;;;;;;;;;;3
11556;NNMXI00-160B             ;;00-01;MAXIMA аюлоеп оепедм (USA) вепм;1454;+;;;;;;;;;;3
14951;NNMXI00-270-L            ;631012Y930;00-01;MAXIMA йпшкн оепедм кеб (USA);5117;;;;;;;;;;;3
14952;NNMXI00-270-R            ;631002Y930;00-01;MAXIMA йпшкн оепедм опюб (USA);3800;+;;;;;;;;;;3
14953;NNMXI00-330              ;F51002Y9CM;00-03;MAXIMA йюонр (USA);8634;;;;;;;;;;;3
17034;NNMXQ00-810-L            ;545012Y412;00-;MAXIMA QX {+USA} пшвюц оепедм ондбеяйх кеб мхфм;1401;;;;;;;;;;;3
17035;NNMXQ00-810-R            ;545002Y411;00-;MAXIMA QX {+USA} пшвюц оепедм ондбеяйх опюб мхфм;1281;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;NISSAN MAXIMA USA A32B (95-99);;;;;;;;;;;;;;;2
10880;NNMXI95-000-L            ;;95-99;MAXIMA тюпю кеб (USA);1023;;;;;315-1117L-HS;;;;;;3
